Date,Rating,Title,Review
Date of travel: March 2022,20,Horrible experience,All the flights were delayed. My flight was at 9:35pm and departed at 10:10pm. I arrived to Dallas at 12:00am and it took the plane 20 min to find a gate. Inflight service was not good either.
Date of travel: March 2022,10,Nightmare,Where do I begin. My round-trip flight was literally delayed both directions. I was three hours late arriving to my destinations on Saturday and was 3 1/2 hours late on my return home to Nashville. Absolutely the worst experience I’ve ever had with any airline. I thought frontier was bad Southwest is the worst.
Date of travel: March 2022,20,Another delay,Another delay on Southwest. This seems to happen more often than not with this airline.  I would suggest seeking alternative arrangements when making travel plans.
Date of travel: March 2022,10,Southwest  doubled charged my credit card by $1800,"My Credit Card company sent me an email saying I had gone over my card limit when I knew I had not.  Checked card activity online and discovered SW had charged me twice for three round trip tickets to Florida booked two days ago.  Unable to reach anyone at Southwest by phone to get the extra $1800 removed off my CC.   Customer service non existent !  At the end of the two hour wait times on their customer service number, the call disconnects!   Not sure what to do next."
Date of travel: March 2022,10,Terrible Experience,"I have always flown Southwest everywhere I travel. After today, I will never fly with Southwest again. Ive had a trip planned to Las Vegas for over 6 months now flying southwest round trip. 30 minutes before we were set to board our flight we get a notification that our flight is canceled!! 30 minutes!!! I get things happen but only giving a 30 minute notice is absolutely absurd. I live an hour away from the airport and had to have my daughter drive an hour all the way back to come pick us up. After waiting in line for over an hour to see when the next flight was available. The only flight they had available was tomorrow at 7:30pm. I’m extremely disappointed in the lack of communication and customer service with Southwest. My sister was going to to book flights today with Southwest for 7 people but after our experience today, she has decided to use a different airline."
Date of travel: March 2022,10,Delay after delay,Pathetic. Workers not showing up? How pathetic. This airline is no longer a crowd favorite. Just another greedy corporation with only the bottomline on their radar. Cancelling flights at a whim and delays almost everytime i fly now- no wonder their flights are full. This is on purpose to save fuel and labor costs all at the expense of their customers.
Date of travel: March 2022,10,"Never Again, Worst Airline","Looking forward to spring break on the big island, exploring volcanoes  but Southwest is ruining it. Several times an hour we get a text that our flight is delayed again. No explanation.  No customer service reps available.  No options being presented.  Now paying g for a resort and rental car that we can't use. This is apparently common and the airline doesn't care enough to offer any assistance. I am furious! They have my money and failed to meet their contractual obligations.  I want compensated."
Date of travel: March 2022,20,"What Once Was, Is No Longer","We have been using Southwest for over 20 years. I don't know what has happened (yes, the pandemic is a factor, but doesn't explain it all). We flew from Baltimore to Steamboat Springs, and were delayed  over two hours. Fortunately it did not affect our skiing plans, but it threatened to. My daughter regularly experiences major delays from Columbus OH to Washington. Another daughter was running the Boston marathon a few months back and she almost did not get there in time to pick up her packet.Then leaving Steamboat, we were delayed two hours again. At first, it was only an hour and a half, but it seemed unlikely that we would make our connection in Denver. Finally, and I hated wishing this, the connection was delayed, making it very probable we would make the connection. When we called customer service, I was on hold for Two hours, and the customer service rep couldn't care less. When I explained my dilemma about the connecting flight, and that I was planning on taking the flight from Steamboat to Denver, and then perhaps changing airlines, she explained I would no longer be able to cancel my flight because I ""chose"" to risk the initial leg of my trip. I told her I didn't have a choice when Southwest ""chose"" to delay one flight while not promising a connecting flight. She also told me there were no connecting flights the next day out od Denver, and yet when I got to Hayden (the airport servicing Steamboat, I was told there were sets on a 5AM flight the next morning. The airport  personnel were consistently sympathetic and helpful. The customer service people were the worst.Once at Hayden, the flight to Denver, again kept delaying, 10 minutes at a time. My experience is that they are not honest, definitely incompetent, and the Southwest App is totally dysfunctional, sending out the most inaccurate information possible. At this moment, I am sitting at the gate and watching our arrival time at Denver get later and later, and yet the APP keeps sending me messages that my flight out of Steamboat is 6:49, while the gate tells me we will not leave until 7:23, and the plane is not here at 6:44. Really?!!  This is no longer a one off at Southwest. This is the new normal. Friends, family and I have had better experiences with other airlines. Don't get duped by their free baggage. It is no longer worth the guaranteed hassles. And if you take Southwest, build in an extra day if you have plans that are time sensitive. Their in flight entertainment and free baggage is the only plus."
Date of travel: March 2022,10,Help me understand…,"My family and I were traveling to the OBX. We were supposed to arrive in Norfolk on Saturday. 12 hours before our flight departed, Southwest canceled our flight and rebooked us for 4 days later. We would miss over half of our trip that was already paid for. I scrambled and ended up just booking another ticket to the same place that was supposed to be our layover. I booked the exact same flight number for triple the price. How can they do this. I used to love Southwest but they are in a world of mess right now. I won’t be flying them again anytime soon."
Date of travel: March 2022,10,Worst experience on an airline,"After a lengthy de-icing, we were ready to go 1/2 hour after our flight was supposed to take off.  A random passenger had a panic attack, demanding to leave the boarded plane.  Southwest shut down for an hour before de-icing again and again, bringing everything to a halt to assist another passenger to get something out of the cargo hold.  We're now ready to take off at the same time my connecting flight is supposed to leave.  Customer service reps come aboard to declare that connecting flights are canceled.  Overburdened customer service reps can't manage the flood of people who are booted off the plane.  Southwest decides to go ahead and fly all the checked luggage of booted passengers to Atlanta, the first leg of the trip, leaving the booted passengers with a promise that they will ship their luggage to them.  Absolutely grotesque experience.  Poor to no communication, time and customer management.  They shut down an entire flight  for the needs of a single crybaby passenger and stiffed the rest of the people on the flight.  What a horrible experience?  No apologies, restitution, etc."
Date of travel: March 2022,10,Worst airline ever,The worst airline I ever flew with in my life… I’ll give Spirit a 10 compared to Southwest if they wasn't sold out… Everyone at this airport is so disrespectful and rude I ask to speak with a supervisor and this lady that works here said for what your only gonna be venting and nothings gonna change.. Missed our first flight and the lady booked us for the next morning never told us we were gonna be on standby so now where here and there telling us there’s no guarantee where gonna make a flight anytime soon.. And the levels of attitude here is ridiculous..People will feel alot better if people didn’t bring there problems/ attitudes to work NEVER WILL I EVER FLY THROUGH SOUTHWEST EVER AGAIN
Date of travel: March 2022,10,Slowing becoming one of the worst companies to fly with,Late to EVERYTHING! One of the worst companies to fly with...and always has some excuse on why they are late!
Date of travel: March 2022,10,Horrible,"I am pissed. We have been at this aiport since 6pm, our flight to raleigh was delayed 3 hours and then they get here at MIDNIGHT and the co pilot says he is TOO TIRED? Are you kidding me? They wouldn’t even give us hotels or vouchers for clothes or food, we came from Cancun we are in t shirts and shorts it is 20 degrees here and we can’t get our bags or any belongings. They yelled in my face and were absolutely rude back to me, they gave us vouchers for “flights” and rebooked us on one of the worst flights that flys accords the country in the opposite direction snd we don’t get back until nearly 4pm tomorrow. No class, no help, and they obviously don’t care about how we feel and how we are going to be living the next day. Absolutely ridiculous we did not get vouchers for clothing or food or not even a hotel stay. Just because the co pilot was “too tired.” Like you knew 3 hours before getting here you’d be flying out at 12 am you could have said that a lot earlier and compensated everyone accordingly. Appalled and if customer service doesn’t help further I will be raging."
Date of travel: March 2022,50,BEST AIRLINE EVER,"Never had a bad thing happen to me flying Southwest. Could instantly feel the LUV when walking on the plane,, was greeted by the awesome Captain John Rummel with a huge smile and then was followed with delicious snacks. Southwest allows you two free checked bags & follows boarding group system. You can tell they have respect for their passengers and their time & love to celebrate each one when entering the terminal! I live and die for Southwest.. will never not fly with them!"
Date of travel: March 2022,10,Open seating,I really did not enjoy the open seating. It took way longer to board the plane to try and find a seat. Both flights were delayed not due to weather. It was super hot and dirty.
Date of travel: March 2022,20,Passive aggressive pilot??,"The pilot informed us that if we did not wish to wear a face mask, the option was to exit and drive yourself to Dallas while smoking of we wanted. Having a bad morning perhaps? The company should give him the option to stay off the PA system when he cannot portray the Southwest Airline image."
Date of travel: March 2022,10,I’m in Hell,I have been sitting on this plane in the ground longer than it was suppose to be on the air. It’s so hot on this plane. It’s the never ending trip. We are just sitting around doing who knows what. Did I mention it so hot on this plane. Never again southwest. Never. Again.
Date of travel: March 2022,50,Veronica is the best!,"We were traveling from flight 2WEAY9 Baltimore to Miami for a cruise. Ms Veronica made our flight delightful. Her welcoming informational speech had the ENTIRE flight laughing & put everyone in a relaxing mood. “Outside” Wing seat for the smokers, if you can light them, you can smoke them. & whatever we leave on the plane will be sold on EBay & split 3 ways, so make sure you have ALL your belongings before getting off the plane. Ms Veronica definitely deserves a raise!"
Date of travel: March 2022,10,Terrible Baggage Service - horrible customer experience,"Horrible baggage claim service!  Southwest must cut corners on personnel unloading.  Waiting over 30 min and weather is fine.  Terrible, terrible service."
Date of travel: September 2021,10,booked non stop. . .,flying coast to coast we booked non stop and SWA changed our flights not once but twice.  We now had multiple stops making us miss the entire first day of our vacation. SWA used to be an outstanding customer service airline but it has gone downhill to a terrible customer service airline
Date of travel: March 2022,20,Dropped by SW,Got notified by text my outbound flight from Lubbock would be late then got told the connection would be tight but I could make it. In Dallas missed the flight to Houston by three minutes and then the gate agent gave me a look like it was my fault and even though she gave me 200 credit for FUTURE travel ( not likely) and a hotel for the night (Motel 6 brother). They failed big time! No service after they screwed up and they screwed me with no sleep in a bad hotel and had to pay Uber to and from the roach motel. SW sux!
Date of travel: February 2022,10,Southwest Airlines,"I fly a lot on Southwest Airlines to Reno, NV. from Las Vegas, NV and vice a versa. I am an A-List priority customer, which I pay for, and what happened is unacceptable. I waited in the priority traveler line for 10 minutes in Reno. After 10 minutes the customer service agent decided to tell us there were only two counter agents and they would not help us unless we moved to the regular check in line. That is fine but why did she not tell us sooner. She saw us standing there and did not say a word. And then she told us to check our own bags. As usual customer service at Southwest Airlines is BAD. Their employees need to take a customer service class. This is not the first time."
Date of travel: November 2021,50,BEST AIRLINE IN US,"This is the best airline I’ve experienced in the United States. I’ve flown multiple airlines including jet blue, American, United, Spirit, Allegiant. Southwest by far had the best prices, services, and perks. Two free checked bags, no fees to refund or change flights, free in flight snacks and drinks, and courteous customer service (which is pretty hard to come by). If you can fly southwest, I definitely recommend it!"
Date of travel: February 2022,40,Good airlines,"I like everything about Southwest except their boarding procedure. I really don't like to have to pay extra to insure a good boarding position. One time I didn't purchase the Early Bird, clicked to sign in at the exact moment I could and still got in the C group."
Date of travel: February 2022,10,Worst experience in air travel,"""This seating process has always worked for us."", claims the lady at the gate. Meanwhile, all the passengers are complaining about the process and how strange it is. This after so many years of this ridiculous process. I promise you, gate lady, I'd never fly your lousy airline, if I didn't absolutely have too. That's backed up by multiple other customers at this gate alone. Keep turning a deaf ear. You revenue will see show it."
Date of travel: February 2022,10,Poor customer service,"Great price for airfares, but you pay for it with their customer service. They are lazy, do not take time to help their customers, and are selfish with their time. I was recently in Dallas airport and called the desk because their agent had made a mistake with my ticket. I accidentally left my AirPods at the desk. I boarded my plane and noticed they were missing. I quickly checked the location and called the desk. I explained I was already on the plane, so that I couldn’t get off. We had about 75 people still boarding, and the door was still open. The agent at the desk, Kristen, said if I have time, I will walk them to your gate. (This was at gate 4/6, and I’m at gate 10, not far at all) of course, she did not have time, and now I’m being told I have to pay for FedEx to have them shipped back, and that’s if they are found. It’s so sad that they encourage laziness and the lack of customer service."
Date of travel: October 2021,20,Going Down Hill,"Southwest has historically been one of the best airlines around from service to pricing.  I truly appreciate that the cost of baggage is still included in the pricing an I don't mind the open seating policy. However, the past 6 trips I've taken, have not been great and I've had to reach out to customer service. They removed the ability to speak with a live person so all service issues are done online. Upon submitting your request, you receive only a thank you confirmation letter, but not a copy of your request. Pro tip - take a picture of what you write before submitting. Then. it took well over 10 days to receive a response, in which I then played a game of cat and mouse via additional requests through their website.  The entire experience took over 3 months to get resolved. The few times I've encountered staff at the Denver airport and a few other destinations have been anything but friendly.  United Airlines, American Airlines and Delta tend to be more expensive and less inclusive, but despite the challenges they've had, their overall service experience has been great. I really hope Southwest can turn a corner or we will limit the number of times we fly with them in the future."
Date of travel: February 2022,10,"Awful, awful, awful.","Horrible experience. My husband and I have flown with several airline companies and never had such a dreadful experience. They switched boarding gate destinations 1 minute before the plane was scheduled to leave. Several people (including us), were running around trying to find the correct gate. When we confronted the gentleman at our original gate, he callously said “oh yeah, I forgot to tell you they switched the gates.” Oh, also, the snacks they gave out were expired. I didn’t need a snack anyways, but don’t pass out outdated food.My advice1) always use the designated APP to check departure gates. What the gates display is not accurate.2) never fly Southwest."
Date of travel: February 2022,10,Cancelled again,I have been a long time customer and A lister of Southwest Airlines but in the last year they have become unreliable.  They notified me this morning that my direct flight has been cancelled due to weather.  The flights all around it are still going and the weather at both locations is fine.  It is too early to claim that the origination flight is the problem.  This is another example of the post covid era Southwest that cancels flights when they don't have enough passengers.  It is time to reconsider my prior loyalty.
Date of travel: February 2022,20,Cancel culture airlines,"This airline use to be a reliable source of transportation, now its book a flight and hope that it leaves on time or doesn't cancel. I am a A list customer and fly this airline 15-20 times per year and it keeps getting worse. Customer service is the worst, hold time 45-60 minutes, no compensation for lost hotel charges, no resolutions to getting to your destination when Southwest cancels your flight.  They change your flight times on future flights with NO notice. Companion pass is becoming no longer worth it.  Time to change."
Date of travel: February 2022,30,Safe travels Hawaii check point in Oakland.,"Bad experience!  No one was manning the booth at 3 pm. Flight was at 5:20pm. At least 700 people in line. Get your act together. At least 1/4 of the people were turned away!  There were 3 large flights leaving for Hawaii. Honolulu, Maui, and Kauai. How do you think 2 workers can process that many people?? What fools!!!!! Everyone was in line for the wrist bands so no food for the flight because of you morons. Pass it on to your boss. Some of us are flying with children and we can’t properly take care of all our needs when we wait in line for 2.5 hours then get turned away.  We were there and you were not. If you have that many people flying you need to plan better. Very poor service."
Date of travel: February 2022,50,Best Airline Experience,"I had never flown Southwest until this month.  We actually missed our flight due to multiple factors.  Since so many people were missing flights that day, Southwest was actually able to get us on another flight to Florida, hold our luggage and called me directly as they would hold it for me.  We were happily greeted by all crew and a thank you to Julia for holding my luggage until we arrived from Destin to Pensacola.  Simply a class act. Thank you!"
Date of travel: February 2022,10,Worst costumer service EVER,"Hopefully you don't need to speak to someone in ""customer service"".. The people on the other end of the phone can only sight policy and have no skills to help with problems related to the company. They refused to transfer me, then hung up on me when I challenged the ""resolution"" given.. For such a large corporation you would think they would prioritize costumers and costumer service. THE WORST!!"
Date of travel: January 2022,50,Flexible Airline,"Great airline with extremely flexible cancellation policies that do a great job rebooking and are dealing with the pandemic better than the other airlines I've flown. One of my flights was delayed several hours due to weather and while the o.ther airlines did nothing, Southwest offered me a $100 voucher. They have been dependable with quick changes due to COVID-19 travel plan changes in my life."
Date of travel: February 2022,40,Good Flights,"I used Southwest for a recent vacation of mine. I flew from BWI to New Orleans and then back a few days later. Both flights took off on time and were mostly smooth with a few bumps here and there. For the flight to New Orleans, I checked in 24 hours in advance and got a window seat. For the second flight, I forgot about checking in until several hours later and got stuck in a middle seat. No screens were available, so the only option was inflight entertainment on your own device. The seats were comfortable."
Date of travel: February 2022,10,Absolutely aweful at scheduling.,"If you are planing on your flight being on time, forget about it. Technology gets better, but the people that work for airlines just keep getting dumber. It’s actually slower to travel from SC to FL now than it was 20 years ago."
Date of travel: February 2022,10,Just as Trash as always,You have to pay for every service on flight (including Wi-Fi ) Was late to my connecting flight. And it’s open seating so if your last good luck. your going to be stuck sitting between two humongous gremlins.
Date of travel: October 2021,50,southwest,We always fly Southwest. Staff is friendly and helpful. Flight attendants are also friendly and fun.
Date of travel: February 2022,10,Fully loaded plane delayed over an hour to transport a crew member on our plane,"The plane was fully boarded and on time then waited over an hour without a glimpse of a flight attendant.  No water, nothing.  Captain announced we were waiting on ""baggage"" several times.  Passengers yelled to stop the piped in music, but there was no-one to respond.  Eventually a  uniformed  crew member entered the plane, apologized for the wait to passengers at the front, and proceeded down the aisle to the rear to find an open seat.  Suddenly we could take off!.  When we landed pilot doubled down saying we should be happy they waited for our baggage. If they HAD to wait for traveling crew member better to delay flight and board AFTER he arrived.  Quit lying and treat us as paying customers.  NEVER AGAIN."
Date of travel: February 2022,10,Earlibird Check in,"Southwest sucks. I purchased early bird check in and 36 hours before my flight can I check in? No! So I call support. Can you guess how long I've been on hold? Yes that's right, over two hours. Maybe by the time I've been on hold for 12 hours ( which is the number of hours I bought with Early bird check in ) I WILL GET SOME SERVICE."
Date of travel: February 2022,10,Southwest and canceled flights,"With SW’s cancellation of so many flights, their customer service has tanked. Our travel plans out of country changed significantly when they canceled our flights and redirected us on routes that included multiple stops and overnight delays!  They could not, or would not, accommodate us on other airlines. We had to book else where at greater cost to us. They do not “partner” with other airlines.  Their response, “Whoops, sorry about that.”  Lesson … Fly cheap…get cheap. 😡"
Date of travel: January 2022,50,Great airline,"Great airline! Staff was very nice, drinks were good, the seats were pretty comfortable. One compliant I have about the airline is the in-flight bathrooms. They’re not the cleanest. But overall, great airline 5/5"
Date of travel: February 2022,10,Canceled Flight No Other Flight Options & Berated by Southwest Customer Service,"My flight was canceled less than 24 hours before departure this afternoon (Chicago to Miami).I called customer service and there were no other flights to Miami for the next two days, so I ended up booking with Frontier and had to pay for a much more expensive flight to get to Miami.I called Southwest customer service back and was able to get a refund for the flight. I inquired about receiving a LUV Voucher to make up for the much more expensive flight I had to pay for and the tremendous inconvenience of a last minute canceled flight. The customer service rep responded, ""I will not haggle with you, your flight was canceled due to weather."" Funny that I was able to book a flight with another carrier for the same time. Weather is a poor excuse when other flights are still leaving and accusing a customer of haggling is very rude.Worst customer service experience ever. I have received vouchers in the past from Southwest when my flight was canceled, so I know they certainly offer them. That is called good customer service, not haggling! Yikes - very disappointed with Southwest. Southwest is my go to carrier but I will strongly reconsider ever flying Southwest again."
Date of travel: February 2022,10,Please sit down and don’t block the aisle,Attendants allowed passenger on the aisle directly across from my aisle seat to stand with his back side in my space for the entire flight. Get up and stretch for a minute and then sit back down. Common courtesy. Get a clue.
Date of travel: February 2022,30,"Beautiful planes and seats, but schedule has become unreliable","If you have been traveling for a long time, you may recall when we all welcomed the expansion of this little Texas airline. Getting future credits for self-canceling your flight, free checked baggage, friendly flight attendants (filled with humor), and the ability to bring your golf clubs and skiis was unheard of. In Minneapolis they took off from Terminal 2 which was new and much easier to navigate. I’m sure you are over-familiar with businesses closed during off peak times and other non-sense blamed on the COVID pandemic. You may recall just a couple years ago Southwest had to ground many of their brand new 737s on account on an auto-pilot software glitch which had taken down a couple on non-Southwest planes worldwide. For whatever reason Southwest has parlayed this into a reason to change your flight time to simply unreasonable changes such as from the morning to the afternoon. I was keeping my fingers crossed today when I booked (for my last time) two round trips for leisure hoping not to have to cancel again due to losing a day or two of vacation because of erratic changes. I’m not a big airline kind of guy; I swore I’d never fly American again after they stranded me in Miami and United when they changed a gate at the last minute and I missed the flight (amongst a million other transgressions). Things had been going great on Southwest for about ten years until the “switcheroo” flight changes. The downsides are getting to be too many wrestling for check in times and seats. The flight was delayed today for no explained reason. The plane was a brand new 737 and the flight crew was nice for the cattle call. Their prices are so cheap now that they are back to the Greyhound bus mentality where anything goes and no entertainment  or music. My suitcase took an merciless pounding and the outer pockets unzipped and shoes gone (TSA?). After these flights I will have used my dollars from previously canceled flights and my frequent flyer miles and calling it quits. Nice airline, inexpensive with nice seats, but unreliable schedules and cancellations."
Date of travel: February 2022,10,HORRIBLE FLIGHT ATTENDANTS,"Don’t fly southwest, odd flight attendants, very rude, late flights, horrible seating options and space. Avoid at all costs!!!!!!"
Date of travel: February 2022,20,Poor service,"I traveled with a large group of 60 returning from a ski trip. Our boarding passes were completed by our trip leader and were passed out to each of us at check in. However, we then had to use the kiosk to get baggage stickers.  It was not real easy to use, but I got lucky and an attendant did it for me. Many others were not so lucky and after they did it wrong, someone had to fix it. Then to figure out how to attach the baggage tags: peel here, stick to there,  don't stick here!   Then we had to go through another line to have the baggage weighed. Dragging skis, a boot bag, a checked  bag, and a back pack through the twisty line was miserable. Finally completed that, then I had to drag them over to the bag drop. Now on to the tsa line. That is always a fun thing, but it went as smooth as can be expected.After a 5 hour layover in Denver, we had to sit on the hot plane for 2 hours because Of a shortage of staff to load the luggage, then they needed to get some people off because we were too heavy. Whatever!I have traveled on Southwest for several years with little problems, but this one takes the cake.The pilot was nice and kept trying to explain what was going on, but I don't think even he knew."
Date of travel: February 2022,10,Avoid at all cost,"Open seating, you and your significant other will get split up. They will also split you up in boarding classes as well. Out of 1000 flights in my life this was literally the worst experience of my life."
Date of travel: February 2022,10,DO NOT FLY SOUTHWEST,I had 4 flights on Southwest Airlines in the last two weeks and none of them left on time. When we did arrive on 3 flights we sat waiting for the gate to open up. I'm currently writing this on my last flight waiting for an hour for the gate to open up. You will never get anywhere on time if you fly Southwest so fly anyone else. Southwest is struggling to get to a mediocre level at best.
Date of travel: October 2021,10,Southwest Scammers,"Another week has gone by and SW has not contacted me as promised.  You see SW are liars.  They say they do not have secondary venders on the net selling their airline tickets.  I know because I bought two of them on line.  How did this third party get SW tickets to buy?  Because SW has third party venders we need to be aware of.  And the fact SW double billed me through my rapid rewards account.  Why is SW lying about this?  I can see why they won’t contact me, because they are scammers."
Date of travel: February 2022,10,Unfriendly travel fund policy,"Just tried to use travel credits and found the airline to be very inflexible. The one-year expiration is somewhat reasonable. When trying to book a flight after the expiration window SW says they will deduct $100 off your travel credit and extend the deadline past six months. Fine, let me do that! But no, we have to wait until the one-year expiration is over, then call back to try and get the flight. What are the odds that flight is going to be available a month from now? Southwest is great at taking your money"
Date of travel: January 2022,20,Expected Better,"Southwest has recently started flying out of O'Hare.  We typically fly United or American, but our friends wanted to try Southwest and I've heard relatively good things about their service so decided to take a chance.  Let's just say we'll probably stick with United or American the next time we fly. The boarding to Cancun was on time and it looked like we'd be heading out a little early but it was icy so de-icing was required.  The other airlines have de-icing trucks come to their planes... not Southwest.  We had to trek all the way across the tarmac to be de-iced.  OK, no problem. 45 minutes to do that, but their tickets were a little cheaper so I guess that's the trade-off.  But, instead of traveling to the runway after de-icing, we traveled all the way back to the gate.  Strange.  Only to find out that they were kicking off a family of 4 because the father (a doctor) asked for some children's tylenol.  Apparently, his small son (maybe 2 years old?) had Covid a month ago, recently tested negative (had the paperwork for proof), but the child had a lingering cough.  The parents forgot the medication in the checked bag and asked for the children's tylenol. BIG MISTAKE.  The flight attendant decided that the child was sick and should not be on the plane and kicked them off.  Seriously.  The family was very gracious and left without a fuss.  Which then delayed us another hour because their checked luggage had to be found and removed.  Then, the first officer timed out because of these delays so we had to wait another 30+ minutes for another pilot to arrive.  THEN, because of all the delays, we had to de-ice AGAIN which also cost another 45 minutes of delay.  In all, we left about 3.0 hours past our scheduled departure time.  Totally understand the need to de-ice once but kicking a family off because a father who was a DOCTOR asked for children's tylenol so his son could stop coughing is just ridiculous and uncalled for.   During the flight, over the loud speaker, we were told approximately 10 times to wear our masks over our nose and mouth... got it.  We almost missed the 9:00pm (last) ferry to our destination and our driver had to drive crazier than normal so we could reach our destination that night. On the flight back, flight 1512, again 10x over the loud speaker ""wear your masks over your nose and mouth""... got it. When the flight attendant asked if I'd like something to drink and I ordered hot tea (because the plane was a meat locker), you thought I was asking for something way out of normal.  The response ""I guess we could make that for you""... with a big sigh.  Did I detect a roll of the eyes? Maybe. It's hot water with a tea bag.  And, the plane was so cold (my hair was blowing and I didn't have the vents on), I eventually switched with my husband so I could sit by the window in the sun so I could warm up a little.  When we arrived at O'Hare and were waiting for luggage, a handful of bags came and then nothing more for at least 30 minutes.  Eventually, airport personnel came over and said the luggage would be there in awhile because it was ""dropped"" on its way to the baggage area.  Dropped?  Dropped on the tarmac, dropped at a different terminal??  I didn't ask and it likely wasn't Southwest's fault (maybe), but that was the last faux pas I'm willing to put up with for awhile that is related to Southwest Airlines. p.s. no tv/entertainment options and no charging for your phones either."
