compound,Date,Date.1,Rating,Title,Review,scores,compound
-0.99,2020-03-01,2020-03-01,10.0,Airlines tone-deaf to current pandemic?,"I live in California, and frequently drive to Los Angeles, where the Covid-19 virus has now taken hold.   I had booked a flight with American Airlines for this Saturday 3/7, from Santa Barbara to Phoenix for a weekend getaway.   This morning I woke with a chest and head cold....coughing and fever.   While I know I could suppress these symptoms for the duration of a short flight, but I wanted to be conscientious about not exposing a planeload of passengers to whatever I have, so I called AA to cancel my flight.   I was on hold for an hour and a half.  When I got a “customer service” agent, I explained my issue, and asked if AA was offering any special waiver of the cancellation policy due to the current Covid-19 viral pandemic.   The agent told me that Santa Barbara was not on their “flight alert” list, so no refunds or credits would apply.    I politely commented that this was too bad, since it seems to encourage people who may be sick to board a plane anyway, for fear of losing the money they paid for their flight.  The agent said (ver batum) “We’re not forcing you to go on this flight!  You don’t HAVE to go!” This was said in such a rude and sarcastic way, it took me aback.   I’ve had one other experience with AA recently, which was equally mind-boggling and negative.   I’d left my iPad on a flight last summer, and when I followed up with “lost and found” (which is a joke)  the airlines kept telling me my lost iPad was not in the Lost and Found, but they were “searching for it!  And yet the flight attendant who took my iPad to the LAX lost and found, and my “Find my  iPhone/iPad” app located it at the lost and found office at LAX.  It took me 2 weeks to get it back, and I had to drive to the airport and argue with the lost and found agent until she found it.  Right where I knew it was, but AA kept saying it wasn’t. I have only booked with AA twice in the last couple years, and these two times have left such a sour taste for me.  I will never book with them again.Why would an airline want to encourage passengers to board when they are sick, or fighting a cold, in the middle of a coronavirus outbreak that is worldwide!!!?   And why, if they choose not to offer any special waivers at this time, would they go out of their way to be rude and dismissive about it?   I guess AA doesn’t care about its customer PR, or the public’s health.Because of the current pandemic awareness of the Covid-19 coronavirus, I am shocked that American Airlines has not issued any customer statement about flying while sick or changing their cancellation policy for this time period.  I have gotten emails from AlaskaAirlines with generous waivers in place due to this pandemic.  Get with the program American.","{'neg': 0.13, 'neu': 0.808, 'pos': 0.063, 'compound': -0.99}",-0.99
-0.99,2020-02-01,2020-02-01,10.0,There is not a worse airline ever,"Late, disappearing staff, pilot MIA lied to, lied to again, pushed back 3xs, put in a hotel, came for fixed flight... flight canceled. Left late again, missed daughter's volleyball game and two appointments I was then told by a snotty ticket agent it would not be the end of the world for her. Oo and put on standby. (little does he know I had cancer and she rarely gets to see me and this was a big deal for her) finally got a flight, ticket agent fought with me about my bags that passed on every other flight, told her my cancer meds were inside, she slapped a red tag on it and said I am not debating with you if it doesn't fit you know what to do..  late loading, was still on standby even though they told me I was on the flight, had to de-ice, took off late, missed rescheduled appt., ex rescheduled for us again... finally got to destination LATE in the evening and was not able to get off plane due to the bridge being broke and the door not opening. stuck on plane 45 minutes while they tried to fix instead of moving to open gate next to us. Finally decided to move to open the gate and unload us. Most Miserable 2-day flight, of my life. Customer service could care less. Here is $145 voucher for your missed days of work, husbands missed days of work, wasted vacation, missed game, missed appt. and one broken hearted child. #americanairlinessucks","{'neg': 0.169, 'neu': 0.813, 'pos': 0.018, 'compound': -0.99}",-0.99
-0.9899,2019-12-26,2019-12-26,2.0,"""Rude and unprofessional"""," |  Las Vegas - worst TSA experience I have ever had. Rude and unprofessional. Im all for security, but rummaging through a 13 year olds bag while looking at her and not the contents of her bag which is falling on the floor is awful. They didnt check anything, not even her eyeglass case. Just tossed everything around and let it fall on the floor. Then took my 17 year olds bag away without explanation to the walkthrough screening out of view, wouldnt answer where theyd were taking bag, squatted and searched out of our view and sent bag back. My visibly upset, crying, angry daughter was made fun of by TSA so I said that it was wrong to make fun of a kid. He said he was communicating with his coworker to see if he was in trouble. Communicating in customer service is asking if coworker needs help. He was just being a mean person. Then the man asked if she wanted to speak to a supervisor, and my daughter said yes. TSA agent simply walked away telling everyone he didnt know why she was so upset. When my daughter opened her bag, nothing but her underwear was touched (it was on a pocket on side of the bag). Its despicable and nasty. Grown men bullying teenage girls and their mom. They only stopped when my husband walked into view from around the corner. Disgusting. She filed a complaint and we will too.","{'neg': 0.194, 'neu': 0.745, 'pos': 0.062, 'compound': -0.9899}",-0.9899
-0.9898,2019-06-06,2019-06-06,1.0,"""inconvenience and mismanagement""","  | My experience at La Guardia was beyond the most horrific I have ever experienced in an impoverished third world country. I have been through airport construction projects in numerous airports and none remotely approached the inconvenience and mismanagement at La Guardia. None, nowhere. Communication was nonexistent or worse, incomprehensible. I will select a few examples from this nightmare just to illustrate. We landed hours late because of weather (to be fair, no fault of the airport). It was almost midnight. We followed the taxi signs, followed the taxi signs, followed the taxi signs until, finally, at the end of the terminal, far from the usual curbside, we at last found the taxi stand. Or so we thought. The long line waiting for taxi was actually not waiting for taxis at all, but for the bus, to take us to the taxis. Taxis were not allowed at the terminal. So we waited in torrential rain for the bus, which eventually took us to another place where we waited in the rain for a taxi. For our return, I had rented a car and had to drop it off. Unlike any other airport, there were no signs directing you to the rental car return. Fortunately or so I thought I knew my way around. I headed through a maze of construction to the place car dropoffs had been for decades . All but 2 had to move because of the construction. There were no signs or any communications informing you where to go. I asked a police officer, who kindly sent me in the wrong direction. GPS didnt work. Finally, we found the virtually unmarked dropoff. I asked why there were no signs anywhere directing people to the new dropoffs. He responded, incredibly, that we are not allowed to have signs off the airport. We waited for the shuttle bus only to find out that the shuttle bus had to take us to another shuttle bus. During construction, car rental companies, who could not have signs off the airport, were not allowed to have shuttles on the airport. I know construction creates inconvenience, but the experience was a horrific nightmare not an inconvenience and I place full 100% blame on management, customer disregard, and complete incompetence in planning. As the saying goes, only in NY. ","{'neg': 0.121, 'neu': 0.858, 'pos': 0.021, 'compound': -0.9898}",-0.9898
-0.989,2019-02-01,2019-02-01,2.0,"""some of the worst I've ever experienced""","  | I arrived from San Francisco, USA. Not a busy day at the airport, arriving on a Dash 8 Q-400 (not a very large plane). Maybe 1 or two other airplanes unloading passengers and all that. I only had carry-on luggage and still it took ages to get through the security alone. Everyone was forced to be in a rather limited area of the arrivals ""kiosk security/whatever"" area. Standing in what more and more became a chaotic line as there were very poor instructions or any hints of where to go and what to do. Everyone waiting to find an empty kiosk where you had your photo taken and answered all sorts of questions regarding your stay. I was lucky since I was just travelling by myself, but others were families or single mothers with 3-4 children (trying to get a decent photo, and getting rudely told to get back to a kiosk by a staff if it wasn't up to some sort of weird standard). No signals or signs to see which kiosk was available or not, those further away were all empty since nobody saw them in the first place from where the line was entering that area. This was for all non-Canadians. After finishing that chaotic mess I was even confused and walking in circles for a bit to figure out where to head off next. Finally did and handed my passport and a receipt-like ticket with the photo and questions and answers I just did at those kiosks. Only to have the security person ask me MORE and even the same questions I already answered. To top things off, rather weird personal questions also (""why aren't you staying with your friend while visiting."" ""Who do you work for?"" ""why does your shirt have that tag on it?""). Aside from long distances to and from everywhere. Food was mediocre, wifi good. But the important travel-related stuff some of the worst I've ever experienced, even when arriving as an international in the USA. Admittedly rather lucky with my travels usually, but seeing the chaos and frustration in fellow arrivals. Some almost in tears from being returned to those damn kiosks a 3rd or 4th time, with their children crying and screaming) was very telling.","{'neg': 0.148, 'neu': 0.796, 'pos': 0.056, 'compound': -0.989}",-0.989
-0.989,2019-09-01,2019-09-01,10.0,What A Disaster,"On September 27, I begun my journey to Seattle Washington on a Southwest Airline flight. We departed Orlando at 9:30 am, and arrived in Chicago Midway airport around 10:20 am (time maybe off some). Before I even touchdown at Midway, the Southwest app stated my next flight had been cancelled. When I asked the flight attendant about the cancellation, they seem to take offense. One attendant say she would inquire about the cancellation with the captain, she never came back to followup with me. I had to ring my call bottom twice more, before the other attendant made an announcement about the connecting flight cancellation. Then we were directed to go to a terminal counter agent to get rebooked. I immediately became alarmed, because my luggage was checked on the plane. I needed my luggage because I was going on a cruise the next day, September 28th. When I got to the terminal counter, they rebook me for a flight at 8:00 pm. I would have to wait all day in the airport. I asked the agent why my fight was cancelled, and the agent stated because of weather. She stated that thunder was in the area. I stated to her, that planes were come and taking off, why was my plane cancelled. The thunder came later in the afternoon noon, and planes kept taking off; but more and more flights got canceled. 8:00 pm came a went, and my last flight was cancelled. I asked to get my luggage from Southwest, because I had booked a flight with America Airline the next morning, they refused, even when I told the agent I was taking a cruise the next day, and it was imperative that I get my luggage. She stated to me, not to worry, that my luggage would be on the first flight out the next morning, and would be waiting for me in Seattle Washington, at Southwest baggage claim. When I got to Seattle Washington, the next day, I went right to Southwest baggage claim, but I did not see my luggage, and I started to panic. When I ask them to check my claim ticket, the agent informed me, that my luggage would not arrive until 3:30 pm. Thats when reality hit; I would have to go on the Cruise with NO CLOTHES!!!! SHAME ON SOUTHWEST!!! They offered me money to buy clothes for a cruise that was departing in 90 minutes. Where did they think I would be able to go shopping at. On board check in was at 4:00 pm. Southwest took the wind out of my cruise; If I was not cruising with someone else, I would not have gone aboard. This was the worst experience of my life. This airline did not care that they destroyed my spirit in that moment😞","{'neg': 0.094, 'neu': 0.895, 'pos': 0.011, 'compound': -0.989}",-0.989
-0.9887,2020-02-01,2020-02-01,10.0,The things Delta leadership did not learn in grade school.,"Delta has been my primary air carrier for over thirty years now, but domestically and internationally.  For the most part, Delta has done a stellar job of getting me where I needed to be, when I needed to be there, for a fair fare.But, with the recent handling of a damaged bag claim, I saw the inflexible, uncaring, corporate side of Delta that makes all air travelers cringe at the mention of air travel.Simple story.  Baggage handles tore one of my bags.  It was a high quality, nice, functional bag.  I followed the airline protocol, reported the damage at the arrival airport, filled out all the ridiculously long forms and information....and, waited.Finally, I received an email linking me to a company Delta uses for damaged luggage replacement.  I found a bag that looked similar to my damaged bag, clicked on it and a few days later the new bag arrived at my home.  Except, the replacement bag was inferior to my damaged bag in every way.  I contacted Delta and returned the inferior replacement bag.THEN THE DELTA ""TWO-STEP"" BEGAN!Since they were unable/unwilling to actually replace my damaged bag I was offered 35% of my bag's original retail value.I rejected the offer since I have no access to a luggage flea market where quality used luggage can be purchased for 35% of it's actual value/cost.The emails continued for a week.  NO REASONABLE RESOLUTION!When I was in grammar school, I was taught that if you damaged or destroyed another person's property, you were punished for your wrong and were required to replace/restore the damaged property.A business like Delta which cannot/will not operate with the most rudimentary essentials of common courtesy and respect to those we ""harm"", is a business which is fundamentally flawed in their philosophy of customer relations.Now I know that the true cost of flying Delta is the published fare, plus 65% of the value of your potentially damaged/lost luggage.I'll continue to fly Delta.  I still have to get where have to go.  Sad...that a company wins my business...only by default.","{'neg': 0.169, 'neu': 0.749, 'pos': 0.083, 'compound': -0.9887}",-0.9887
-0.9884,2018-06-03,2018-06-03,2.0,"""it is not a pleasant airport""","  |  Can MIA achieve any level of competence? I have long boycotted it and advised others to avoid for immigration purposes, and it is not a pleasant airport to negotiate in terms of TSA security. But I did opt to use for transiting between BA6578 (operated by AA) TPA-MIA and BA0208 MIA-LHR on 21 May. On paper, I had two hours for the transit. Flying time between TPA and MIA is just 37 minutes, but weather-related issues made for a TPA departure that was 20 minutes late. On landing at MIA, we then taxied to a halt that lasted 40-45 minutes before a gate was found for us. Pax with tight connections grew anxious as we waited. The AA captain himself lost patience with the false promises of any early move to a gate. A rush to connecting gates and disgustingly dirty bathrooms ensued when we finally deplaned. BA0208 was just starting to board when I finally reached my gate. This was located in a subterranean area of stygian gloom, the waiting customers looking like lost souls, doubtless with their own negative opinions of MIA.","{'neg': 0.219, 'neu': 0.724, 'pos': 0.058, 'compound': -0.9884}",-0.9884
-0.9883,2017-09-09,2017-09-09,3.0,"""I've never been so poorly treated in my life"""," Unverified |  I have arrived at this airport twice in a span of a few months and while I had hoped my experience was a 'one-time thing' or just a bad day, I'm sorry to say that was not the case. I have not flown a lot in my life but when I do I usually have 18+ hour journeys. As a citizen of the United States, it is nice to come back after a few years. Well, after an eight hour flight over the ocean, the first thing you are met with is passport control. I have to say that the TSA, guards and police who work there are some of the most unhappy, unhelpful, and rude people I have ever had the mispleasure of interacting with. There were many lines and unclear, sometimes conflicting instructions. We were met with a man who did nothing but treat everyone like an animal, yelling and being rude to people who were confused. Even after the handful of times I have flown, flying and airports are still daunting and I feel sorry for the people who are first time flyers or tourists who will be met with this the first time they are in the country. In May, when I arrived with my boyfriend from a European country, we were met with hostility. When attempting to go through the line, they asked if we were family, if we were from the same household, which we were. The woman simply barked at us that we were indeed not together or family before we could even say anything. She then told her colleague to not help us because we were trying to get through the line faster. We were separated, he needed to be pulled to another line and I was forced to wait at least an hour on the other side. Needless to say we missed our next flight. I've never been so poorly treated in my life. These people should be ashamed of themselves. I understand they have an important job to do but there is no excuse for being so hateful and so rude to people, most of which are confused or afraid. We were almost in tears by the time the process was over. This airport was a stark contrast to the previous in London which was quick, painless and effective. Charlotte Douglas is anything but. On a brighter note, after we got through security, we talked to a woman to rebook our flight and she was very nice and very helpful. The security process is so long, so uncomfortable and the people are so rude I couldn't possibly recommend this place. I hope I never have to arrive in that airport again. Nothing says welcome to the USA like a bunch of angry people screaming at you and treating you like yesterday's trash.","{'neg': 0.161, 'neu': 0.74, 'pos': 0.098, 'compound': -0.9883}",-0.9883
-0.9881,2020-03-01,2020-03-01,10.0,Health scare on flight from Florida to Michigan,"Last month at the airport, tensions were noticeably high as we waited for our flight due to the coronavirus pandemic. Once we boarded the airplane, a young boy sitting directly behind me was coughing non-stop. This was concerning me so I quietly found something to cover my face. When the child's father saw I had done this, it upset him so he began antagonizing me by fake coughing. After this went on for a while, I stepped to the back to speak with a flight attendant and request that I be moved to a different seat. She was helpful and used her seating chart to locate an alternate spot for me. As she led me to my new seat, another flight attendant came from the front, visibly angry and stopped us from proceeding. She began pointing her finger at me and yelling. She forbade me to sit there and became more aggravated when I asked that she stop shaking her finger in my face and yelling at me. At one point, she went to the boy's father and he lied. He told her he was about to offer me a mask. We never had any proof that he had any masks and he and his son were not using masks themselves. Her temper continued to escalate when I asked her for her name and she pushed her nametag towards my face and told me it was Jennifer. Her anger towards me caused her to yell at other passengers. In the midst of all of this, another flight attendant suggested that Jennifer contact the captain to resolve the issue because she kept yelling and was acting unprofessional. But Jennifer went to a phone in the front and called the police. She slammed down the phone and continued to hit things the whole time. When the police arrived, Jennifer was shaking in anger and shook the door trying to open it for them. They escorted me and my sister off the plane and forced us to take a later flight. Despite our attempts to get American airlines to cover our hotel, they were unwilling to do so. All attempts to contact the airline and voice my dissatisfaction with the staff's lack of concern for their passengers' health or the way I was treated by Jennifer have been met with resistance. They continue to show no interest in rectifying the situation. I have never experienced such treatment from any airline before and will avoid flying American ever again after this experience.","{'neg': 0.116, 'neu': 0.867, 'pos': 0.018, 'compound': -0.9881}",-0.9881
-0.988,2020-03-01,2020-03-01,10.0,American Airlines = Theft,"Prior to COVID-19 hitting the shores of the U.S., I purchased round-trip tickets from United Airlines and American Airlines for a visit to NYC for the start of baseball season. I'm a Mets fan.The trip was to occur in late March and early April 2020. But COVID-19 was raging in Washington State and NYC, and both states implemented severe travel restrictions. I had to cancel the tickets in late March 2020. I requested refunds from United and American due to state manadated lockdown.United eventually refunded their ticket. American Airlines has, however, refused to refund and denied my subsequent two appeals.An American's customer relations agent claim that I voluntarily canceled the trip and, therefore, was denying my refund request. This agent, instead, offered a travel extension in lieu of the refund that will expire at the end of December 2021. Since I have no plans to travel anytime soon, the economy is collapsing all around us and no one knows when the pandemic will end, so the extension is not a solution for me and unwanted.My last attempt at a refund was to reach out to American Airlines corporate headquarters in October 2020 to inform them they are losing a decades long customer in order to pocket $238.20. The people at corporate sent my letter back to the above mentioned customer relations agent who gleefully left a voicemail informing me they are CHOOSING not to refund the $238.20 and they are SORRY I'm angry about it.I will end this cautionary tale of theft by and utter disgust with American Airlines with the last part of the letter I sent to the CEO:""At this point, I have no recourse other than to accept the fact that American Airlines has decided to criminally pocket my $238.20. If the $238.20 means more to you than keeping me as a lifelong customer, then so be it. Enjoy the $238.20 since you need it, apparently, much more than I do.""","{'neg': 0.141, 'neu': 0.817, 'pos': 0.042, 'compound': -0.988}",-0.988
-0.9879,2019-11-01,2019-11-01,10.0,"Delta failed to treat me like a human being and stole my money, and I'm a gold medallion member","Made the horrible mistake of trusting Delta to fly me to Shanghai on November 23, SNA-SEA-PVG. When in Seattle, I learned that my flight to PVG was oversold by 10 and the gate agent begged for volunteers, offering $700 to take another flight. The gate agent OFFLOADED my bag long before boarding, and it ended up that I was able to get on the flight (albeit in a middle seat). Got to PVG without my bag, and immediately went to lost baggage center and had the agent there (who understandably hardly spoke a lick of English and didn't know Delta's procedures). Called baggage services as soon as I got to my hotel, explained the situation, and asked if anything else needed to be done. Was told that all was set and to file my receipts for expense reimbursement ""as soon as possible"". Got my bag 3 days later after I had racked up the price of my ticket cost in having to replace items that Delta had lost...when I got home I had to deal with moving to a new city immediately for a new job and dealing with the deteriorating health of a terminally ill family member but knew that I had to file my receipts sooner than later (I was not given a deadline and no such deadline was on Delta's terrible complaint webpage). Tried inputting my information only to realize that THE AGENT AT PVG HAD FAILED TO PROPERLY REPORT MY LOST BAG, and that all I could do at that point was email baggage services. Emailed them and received a response that I had exceeded the 21 day deadline to file a claim, even though THEIR AGENT had messed up and NO ONE that I spoke to informed me of such a deadline even when I asked (this deadline was not even on their website but is rather conveniently hidden in their contract of carriage). Responded to them explaining that no one had informed me of either a deadline to file my claim let alone properly report my lost baggage. I explained that I would have certainly acted differently if this deadline had been made clear to me (ie one of their bag service reps told me or gave me more clear instructions), and also explained my personal circumstances that had prevented me from filing the claim earlier regardless of not knowing the timeline...the bag claims manager who responded (Marie Djato) disregarded everything I said and gave me the obviously bogus ""we understand your situation"" and instead gave me a $100 voucher that was literally a slap in the face to me and my loyalty to Delta...immediately booked a cheap ticket with it that I don't ever plan on using for the sole purpose of throwing the voucher away...will never set foot on another Delta plane for the rest of my time on this planet and would literally gift my status and 133k skymiles for free if I could cause I no longer have a use for themTo Marie Djato...shame on you! You are a terrible, incompassionate, incompetent human being who literally allowed one of your elite customers to pay the price for the collective incompetence of your employees and had no compassion or understanding whatsoever for my personal circumstances...you have no place whatsoever in a customer-facing role","{'neg': 0.117, 'neu': 0.829, 'pos': 0.054, 'compound': -0.9879}",-0.9879
-0.9875,2020-01-06,2020-01-06,1.0,"""staff were rude and unhelpful""","  | The queue for immigration at this airport is ridiculous, over 2 and a half hours, staff were rude and unhelpful, we told 3 airport staff we had a connecting flight but we were told to just 'wait in line' they deliberately let us miss our connecting flights, they didnt care they were not interested at all. Other passengers were letting us go in front of them but we had no chance, it was impossible. All they had to do was let us go to the front of the line, what was even more frustrating was we had to catch a cruise ship the next day. Immigration say sort it out with your airline, absolutely disgusting I would avoid this airport never have I come across so bad manners. No customer Service at all.","{'neg': 0.24, 'neu': 0.744, 'pos': 0.016, 'compound': -0.9875}",-0.9875
-0.9872,2019-12-01,2019-12-01,10.0,Not very pleased.,"I’m disabled. My severe spinal stenosis and scoliosis. I also have a condition where a bone in my tail bone keeps breaking, also I have a one year old. I NEEDED wheel chair assistant. Well, my first flight went fine. Arrived in Paris and there was no wheel chair. They kept telling me to wait so I did. Waiting and waiting chasing my walking everywhere one year where you first exist the plane. No seat, no bathroom to change her, no water to prepare milk. I kept waiting and finally the nice guy came and told me if we don’t go you’ll miss your flight I don’t know where they are. He was frustrated too. So, he grabbed my bag and I carried my 30+ lb daughter all the way across the airport. Finally to a counter where there was still no wheel chair or help. I had 30 min to reach my flight. So another worker had to carry my daughter ( I don’t want strangers carrying my little girl, but had no choice and needed help)  and I carried my stuff all the way to my flight. Finally got to gate and I kept telling him I need to clean her up. The last flight she puked all over me and her and I couldn’t get her poo cleaned off enough on the plane. So, they said hurry and I had to carry all my stuff and her to the bathroom. By the time I got back my face was red and I was in so much pain I just wanted to fall down crying. I thought once I got on plane I’d be fine. So, got on plane sit with her we get going and I’m in comfort plus. My back starts to really hurt. I can’t hardly sit on my behind. My upper back from the scoliosis started hurting so if I sat up to stretch it pushed on tailbone more. My poor daughter trying to sleep and I keep shifting around. After that long painful flight got to Atlanta and there was wheel chairs waiting so I thought ohhhh great! Thank you! Well no.. he took me as far as customs dropped me off said someone would come back and they never did. Again, 30 min before flight I had to carry my daughter get my luggage, thank you custom guy for putting my bags in cart. Then push her carry a baby to the drop off luggage area. Thankfully that woman said I could take my stroller. Bless her cause I had to run to get to the train. Long story short missed my flight. So standing waiting. Soo angry. Hurting soo bad holding my daughter. I don’t know if I should cry cuss or just die there. The girl at counter acted mad that she had to work. Said she’d get me a hotel to shuttle to. Said she’d call them to wheel chair me there. Guess what? Nope.. no wheel chair so off I go with my daughter looking for shuttle. Get outside rain and cold. My daughter didn’t have any thing but a thin cardigan because my sister was waiting to bring her coat in xna. Get outside go to shuttle get to hotel wait and wait in line. Finally get in line and we have no food. Haven’t ate since flight. My daughter was sleeping so she missed dinner. No water for her formula. Thankfully hotel girl gave me like 5 bottles. The room was paid for, so I’m grateful for at least that. Get to room no WiFi. No help to fix it went down two times carrying a baby. I finally just gave up put my baby to sleep and just dosed. I hurt so bad I couldn’t hardly sleep. I got up at 4am got her ready and back to airport to catch my flight. Stood in line asked if they could help with food and water. My debit card wasn’t with me had cash but not enough to keep buying 4 dollar water and 10 dollar sandwiches plus ran out of wipes( 16 wipes 3 dollar). So he got me wheel chair said if I needed anything to let them know. That the 15 dollar food ticket was good anywhere. It’s not. And 15 dollars isn’t crap in an airport restaurant so I had to pay out of pocket even after the 15 dollar help. Then I had one more for water.. just went to my gate and waited loaded and finally got to see my family after two years and my dad finally met his grand daughter for the first time. I missed my first day with my family. I’m only here two weeks. I’m hurting so bad still couldn’t enjoy Christmas because I’m in more pain than usual. None of my meds are helping. I feel like one eye is going to pop out. Delta has left me on a past trip in a wheel chair I fell asleep in waiting. Left me over night in the airport in the chair. No food no nothing. And to make it up just said here some sky miles you happy? Sure.. thanks. Now this.. am I happy? No.. I’d this how you treat disabled people? Because there were more. Not just me. They may not complain but I saw the poor woman standing in distress asking someone to bring her one. I heard the way they talked to the elderly who asked for one. The way you treat disabled people is disgusting. I have to use you to fly back but will I do it again? Absolutely not. I’ll look for a better way. Do I recommend delta? Only if you are not disabled would I say yeah I think you’ll be ok. Definitely no if you are disabled, find a reliable good review airline that cares for people that have disabilities. I have not contacted them yet to complain. It’s Christmas and I just wanted to wait and try to calm down from the pain and stress but I will prolly to be offered a cold water and sky miles for my pain and suffering. Never again Delta!","{'neg': 0.142, 'neu': 0.742, 'pos': 0.116, 'compound': -0.9872}",-0.9872
-0.9872,2019-05-17,2019-05-17,1.0,"""needs professional training on how to talk to customers""","  | Wiki-wiki shuttle complaint at Honolulu airport. The wiki-wiki shuttle bus driver at this airport was so angry and belligerent towards the passengers after picking us up from the international arrival gate to take us to the luggage area. He picked us up from the gate on May 5, 2019 at around 9:37 am. He was so angry that he yelled at everyone in the bus as he told us to ""Move back! This is a full flight, the sooner you move back, the sooner we can do this!"" and repeatedly yelled at us with the same statement, only more belligerent and agitated at each time he repeated. He looked as if he was ready to fight the passengers at the front of the shuttle. He was so angry to a point of harassment towards us. I do not understand why he treated the visitors and returning residents to Hawaii like this? There seems to be a fake Aloha being thrown around this airport. This wiki-wiki shuttle driver needs professional training on how to talk to customers. He would not have a job without passengers that arrive and leave from this airport. Arrogant. He was so aggressive and hostile towards the passengers, I am still perplexed what the heck did we do to him?","{'neg': 0.169, 'neu': 0.81, 'pos': 0.021, 'compound': -0.9872}",-0.9872
-0.9871,2019-05-08,2019-05-08,5.0,"""where is common sense?"""," |  After a lovely visit to the United States, our New Zealand family had the worst experience ever at the Houston International Airport. Their flight was cancelled on Friday night and was not rescheduled until Sunday evening. After going through TSA and having a humiliating experience only to find out they were not going to be able to fly out until Sunday evening. The people at TSA were rude and had my sister-in-law go through a horrible screening. She has had 2 knee surgeries and told the TSA about it. They didn't care, they put this sweet lady through a humiliating screening. We understand safety, but where is common sense? After their flight was cancelled, Air New Zealand gave them accommodations for 1 night. They had to reclaim their baggage. That took until 1 am because a belt on the baggage claim was broken. They had an extra 48 hours in Houston at their expense. Sunday arrives and they finally believe that they will be able to board the plane for a 13 hour trip to return home. My sister-in-law was very nervous because of the previous experience with TSA. Again she explained that she had metal in her knees due to surgeries. The TSA agents were again rude and disrespectful. They put her through the humiliation again! Many people dislike Americans. They find us rude. It is unfortunate that some make a name for us all. This is not the America we want the world to see.","{'neg': 0.162, 'neu': 0.802, 'pos': 0.037, 'compound': -0.9871}",-0.9871
-0.9866,2018-09-06,2018-09-06,1.0,"""i""ncompetence is staggering","  |  Based on others' reviews, it is evident that the CLT site is fairly consistent in poor service, missed connections, and overall negative experiences. Our flight was delayed due to the President's visit and inclement weather. When we finally reached our gate after sitting on the tarmac for over an hour, we were delayed further due to a lack of staffing to park our aircraft. Once deplaned, we raced to our connection only to find the flight had closed (well outside of the 10-min window of departure time). The excuse provided for the lack of staffing at our arrival gate: lightning and staff safety. Yet, staff were evidently not in any danger to guide our departing flight out of the gate, a fact we found quite interesting. Many customers were left stranded and when trying to rebook flights, the responses from AA workers ranged from eye rolls to terse replies. Never did any employee of the airline or the airport acknowledge what every passenger was feeling. A simple, ""We understand you are upset and we are doing what we can to make the rest of your trip as pleasant as possible."" As we stood in a customer service line, one airline employee passed out customer service number tickets. When asked by several passengers where our luggage might be, she replied, ""Whatever flight you were supposed to be on, that's where your luggage is."" Many people informed her that our connections had already left before we arrived. Yet, she stuck with her (obviously incorrect) statement of next-flight luggage transport, absolutely clueless. We were able to rebook on a flight the next day (2 p.m.) but needed to find something earlier for work obligations. At 11:50 p.m. we left the main concourse, past the TSA area, and headed to the main ticketing counter. Unbeknownst to us (and hundreds others), TSA closes their gates at midnight. No signage, no verbal notice, no nothing. We were locked out of any food, beverages, seating, carpeting, etc. until the airport reopened at 4:30 a.m. We found a quiet place to sit (on the floor, with a locked door next to us) and charge our devices near the baggage carousel. Not long after settling in, an airport employee saunters up and says, ""You gone hafta move from that do'."" As we gather our things to move, the employee then says, ""I don't know why you so upset. You know you can't sit in front of that do'."" Our response: ""Because this airport is horrible."" His response: ""Ain't nobody tole you to come heah."" And this was the basic attitude of every single employee we encountered from our arrival until our eventual departure. We did attempt to make a purchase at the Starbucks at the ticket counter. True to CLT form, the oven was broken and they had run out of the one thing I cared to order. And passengers were due to arrive in less than 4 hours. To be served what remained to be seen. If the presence of a high-profile official and a brief storm delay can render this airport all but useless, an actual emergency will bring the entire city to its knees. There is clearly no plan to address the lack of airport personnel, availability of rental cars, hotel rooms, etc. and neither American Airlines nor the CLT airport gave any effort whatsoever to aid passengers in navigating such a challenging experience. I am committed to avoiding CLT at all costs. The level of incompetence is staggering. Since the airport is owned and operated by the City of Charlotte, I can only imagine what disasters occur throughout the city on a daily basis.","{'neg': 0.095, 'neu': 0.861, 'pos': 0.044, 'compound': -0.9866}",-0.9866
-0.9865,2020-02-01,2020-02-01,10.0,Southwest Hotels - Poor Quality Rooms - Poor Experience,"This review is not against the airline which I love, but since there is no place to address the Southwest Hotels, I am posting here in an attempt to educate and warn others of using Southwest Hotels to book their accommodations.  We recently returned from a 10-day Honeymoon in Hawaii.  We booked three different accommodations through Southwest Hotels.  In all three instances, we were severely disappointed with the room selection upon check-in. Kind of like when flying Southwest and you get that C45 boarding assignment, you know you are screwed,  you can expect that same outcome when you book thru Southwest Hotels. Guarantee you will get that dreaded middle seat, back of the plane, non reclining seat(or room) option! We booked the hotels highest rated Oceanfront room (its our honeymoon!) only to get checked in and find out we were given the view of the pool, slide and 35ft concrete wall of the room next door (wait Oceanfront??) Unfortunately, with Southwest hotels, you pay upfront and it is non-refundable.  We tried to change rooms and when we were unable to, just left the hotel and went elsewhere. I strongly encourage you to avoid our pain and book through the hotel directly or another site, as Southwest Hotels does not carry any weight with the hotels themselves and in turn leave, us, their clients, vulnerable to the worst possible room selections and experiences at our destinations with no option for recourse. I hope this saves you from our pain!","{'neg': 0.176, 'neu': 0.758, 'pos': 0.066, 'compound': -0.9865}",-0.9865
