compound,Date,Date.1,Rating,Title,Review,scores,compound
0.7184,2020-11-01,2020-11-01,10.0,My flight was cancelled and AA will not give me a refund.,I booked a flight with AA and they cancelled my flight and booked me on a different flight that was leaving over 3 1/2 hours later and I could not do that because it would make me miss my other plans.  I called and they told me that I would get a refund because the change was over 90 minutes but I got an email telling me that I would only get a credit.  I called and they said that the time difference now has to be more than 4 hours.  I checked with other airlines and they are saying 90 minutes.  Don't book with AA because they are saying they can change your whole trip and there is nothing you can do about it.  After I use this credit I will never book with them again. I am checking that my flight was in November but it was to be in December 2020.,"{'neg': 0.02, 'neu': 0.933, 'pos': 0.048, 'compound': 0.7184}",0.7184
0.7187,2021-04-01,2021-04-01,30.0,I Hope This Was A One Of A Kind Flight,Well I decided to travel in the USA as overseas travel is a little difficult. I have noticed that the service on international travel is much better than interstate. The service was indifferent and poor in comparison. I do think that covid has had a bearing on this but since I have traveled both recently it is still not up to standard. First class was really business. The choice of prepackaged food was sad. The staff did all they could to avoid passengers contact but a smile or a friendly word can be done at a distance. The attendant on my connecting flight spoke into the speaker system so quickly that I did not know what she was saying. When I think about how close I was to the next seat I am not sure a mask was helpful. I really think that overall it was the attitude of the staff that bothered me most. We were a nuisance to the staff and it showed. Great,"{'neg': 0.1, 'neu': 0.784, 'pos': 0.117, 'compound': 0.7187}",0.7187
0.7211,2021-09-01,2021-09-01,10.0,DELTA IS GETTING HORRIBLE!!!,Remember when you used to fly delta because that’s where you  got the best service. You paid a little extra but there service was on point. Not anymore now I have flown 3 times in a row and every single time me and my two year old are thrown to the side our seats aren’t booked together even though we are on the same reservation. We don’t have seats at all even though we book 3 months in advance  every time. People schedule flights certain ways to accommodate there plans in the visiting city. Delta has no regard for any of that they hardly even hire helpful friendly ticket agents like before they have become just as bad as the rest. Pick the cheap silt lime it’s the same crap anyways.!!!,"{'neg': 0.075, 'neu': 0.809, 'pos': 0.116, 'compound': 0.7211}",0.7211
0.7217,2021-04-01,2021-04-01,10.0,Traveling with a child? Don't fly delta,"I booked with delta through hotwire. I had never used delta before but it was the only airline that didn't have a 6am return flight. I was traveling with my boyfriend and 3 yr old son. Here's my story.First, I booked the flight and car. All the funds were pending. When it actually charged my card, I noticed it was 1 plane ticket less. I thought maybe they changed something due to my son's age, cool. So I questioned whether he would be allowed a carryon or not. The website says its based on price. Seeing as to how I wasn't sure what happened with the ticket prices, I figured I'd call to find out. I spent 9 HOURS to ask this simple question. 5 hours on hold waiting for someone to answer before I gave up, and 4 hours trying to use the online chat. Finally, I got someone, gave them the ticket number (which I figured they would say something if they missed the charge), they said yes to the carry on.Then we get to the airport. We're carrying our bags, a carseat, a stroller and a child. We were rushed through everything as if we were an inconvenience (ok whatever). We get to the gate and wait. Then our flight was delayed due to a mechanical issue with the a/c. For 2+ hours. We missed our connecting flight in Atlanta. At this point I'm stressed, but think ""better safe than sorry, things happen"".Flight back: again, rushed through security. Get to the gate. Wait. Another delay. Mechanical issue with the a/c unit. What are the chances? Again, waiting hours to get on the plane and missing our connecting flight home. Here's the kicker, it was the last flight from Minneapolis to Milwaukee that day so we were not getting home. They searched for options and said we can MAYBE get you on tomorrow but all of tomorrow's flights are booked up so we'll put you on standby and hopefully you get something. They put us in a hotel in Minneapolis for the night. I had thrown away a bunch of stuff that I didn't think we needed anymore; toothbrushes, toothpaste, trial sizes of deodorant, all of the toiletries. So we had none of that. Ok now we go to the airport again to see if we can get on a plane. They luckily said yes, gave us tickets. We wait. They announce the flight was overbooked and offered $400 for someone to take a later flight. No one took it. Eventually they landed on $600 and someone gave in. $600? I got a $50 hotel room to wait an entire day. Moving on, we go to board and they gave each of us separate seats. I asked if there was a way my 3yr old could sit by either myself or my boyfriend and they said I could figure it out myself. Finally, an attendant on the plane helped me switch seats with another rider so my toddler didn't have to sit with a stranger.We got home and I was just relieved to have it all over with. Then I check my bank account 5 days later and delta charged me another $438.40!","{'neg': 0.065, 'neu': 0.867, 'pos': 0.067, 'compound': 0.7217}",0.7217
0.722,2021-12-01,2021-12-01,50.0,Couldn't be better!,"As an 80 year old, semi-handicapped (unsteady on my feet) curmudgeon with senior agoraphobia, I may start traveling again after our recent flight with AA.  From the gentleman who got us our tickets and checked our bags in Philly,  to the two people who pushed me in a wheelchair to and through TSA at both sites, to the woman who boarded us in Ft. Myers with a reassuring ""take your time, there's no need to hurry"" encouragement, we were both surprised and delighted--particularly in these stressful pandemic times.  Both flights left and arrived on time; the waits for our luggage were unbelievably brief; and every employee we encountered was simultaneously professional and affable.  Over the years we have encountered seemingly disgruntled, expedient non-service oriented personnel at airports around the world, but our AA experience featured caring, expeditious individuals--quite an astonishing upgrade!","{'neg': 0.026, 'neu': 0.907, 'pos': 0.067, 'compound': 0.722}",0.722
0.7227,2021-10-01,2021-10-01,10.0,Maintenance Issues - Delayed - Poor Service,"This is the worst airline to ever fly. Take American out of your name because that’s a symbol of excellence… your airline is a symbol of garbage. They’ve offered no reimbursement for causing me to push my wedding back a day from their inability to get me to Aruba on October 2, on time. They transferred me to United, but not my bags - therefore I had to wait one extra day to get my belongings to attend my own wedding. Here I am trying to leave Aruba to get back to ATL and the flight has been delayed to 9AM October 10. I’ll have to stay over night in CLT. I’ll never fly this airline again. DO NOT FLY THIS AIRLINE until they fix their malfunctioning planes and live up to the airline standard of excellence for on time flights. I want my money back and/or a voucher for the full amount of my flight to be used with Delta or United airlines.","{'neg': 0.057, 'neu': 0.868, 'pos': 0.075, 'compound': 0.7227}",0.7227
0.7227,2021-06-01,2021-06-01,10.0,Worst first class,"No space greyhound bus has more ,They also EXPECT YOU TO USE YOUROWN PHONE FOR MOVIES ETC, planes are to small to fit screens so even if you wanted to use you phone you'd better have,h eadphones- they give you nothing give can't imagine how bad coach must be. I use to fly American all the time the CEO shouldbefiredPlus of all airlines there the Mask police the flight attendant expects you to eat and drink with mask on so unlessyourpaying Sprit prices DONT FLY AMERICAN","{'neg': 0.024, 'neu': 0.886, 'pos': 0.09, 'compound': 0.7227}",0.7227
0.7227,2021-09-01,2021-09-01,10.0,Canceled flight and then no response,I just wanted to talk to someone about possible compensation but was told to talk to someone else repeatedly for over 5 hours. I guess they won.,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7227}",0.7227
0.723,2020-11-01,2020-11-01,50.0,Go-To For Short Haul Flights,"There's actually a lot to like about SW. If you fly them with any regularity you probably already know this. My most recent flight a week ago was a quick in/out one day turnaround affair so not much at all to report.The middle seats were still open BUT SW sent out the presser that as of 12.1.2020 they will again be filling those middle seats so with more than halfway thru the month time is of the essence if that matters to you. It certainly did to me, just from a space factor standpoint aside from Covid.Remember, we're talking airlines here so... none are perfect but as domestic flights go you could certainly do worse. Another satisfactory (if wholly uneventful) trip on SW. In airline lingo 'uneventful' is actually a good thing.","{'neg': 0.057, 'neu': 0.83, 'pos': 0.113, 'compound': 0.723}",0.723
0.725,2021-09-01,2021-09-01,10.0,Horrible costumer service,"I don’t really put an effort to just write a bad review. However this I have to! My original flight was leaving Las Vegas @2pm and arriving @11:46pm at Louisville Kentucky. Contacted AA to change my time flight flying out @9:55am - arriving @7:30pm to Louisville Kentucky they charge me $364 for both my husband and I. 6 hours later I got a notification stating that my flight got canceled and now I will be flying out LAS @2pm arriving @11:46 pm Louisville Kentucky (back to my original flight) but they still took my $364 extra charges. I called AA costumer service and waited for 1hr 30mins (which is normal wait time). Spoke to someone she already not happy with her job already giving me some kind of attitude. But anyways I am trying to think positive and still being nice to her and ask her how’s her morning, and she answered “fine, how can I help you”. So I explain to her my situation. She then always cutting me off while I am trying to explain my situation, she keeps saying i can’t help you, you have to contact costumer relations via email”.  And I said to her that “I don’t really want to email them”. She then said well you don’t have a choice, so I cuss as a gesture. Horrible horrible costumer service!","{'neg': 0.084, 'neu': 0.803, 'pos': 0.113, 'compound': 0.725}",0.725
0.7255,2021-01-01,2021-01-01,50.0,Gotta Love Delta,"We bought tickets to Aruba back in June.  We were set to go the last weekend of January but decided on Saturday that we could not make the trip.  Called Delta that afternoon to cancel.  We had has a few schedule changes over the last few months but nothing to severe.  When we called the agent said they would just refund me the money and not issue a credit.  We received the credit back on my CC today, 4 days later.  Thank you Delta.  Just another reason I fly you almost exclusively.  Great Service!!!","{'neg': 0.077, 'neu': 0.806, 'pos': 0.116, 'compound': 0.7255}",0.7255
0.726,2021-07-01,2021-07-01,10.0,Horrible Ticketing Supervisor - $350 for checked bags that always cost $40??,"I can’t even begin to describe the experience I just had with #americanairlines. Probably the worst customer service experience I have ever had in my life. My (under 2, lap infant) and I have flown American Airlines 9 times since she’s been born. NINE. I am an American Airlines credit card member for the last decade and pretty religiously only fly American. Every time we travel — it’s a lot — car seat, stroller, pack n play, Ainsleigh’s bag, my bag, the whole gig. And normally American is great — Ainsleigh’s baby stuff is free, my credit card membership covers my bag and I usually only have to pay for Ainsleigh’s suitcase — $40 depending on if we’re traveling as military or not. So tell me today how I’m flying out American in LaGuardia, NY and the exact same set up as the other 9 times cost me $350??!! Had I done the same transaction on the kiosk as I’ve done before - most recently July 4th weekend to Norfolk, VA — I PAID $40. But today I got sent to the priority line because the kiosks were full and my hands were full where I dealt with the manager/supervisor Quinn. Quinn was one of the most disrespectful people I’ve ever dealt with in a customer service situation, raising his voice and talking over me when I was just trying to understand how every other time I fly it’s $40 and today it’s $350. That’s a massive difference, that’s more than my plane ticket and he ultimately told me “pay the $350 or don’t fly, I don’t care” before he walked away. We didn’t have much of a choice — we have to get to Arkansas so after the back and forth when Quinn stormed off, I reluctantly paid it to the ticketing agent who apolgized to me !!!!I will never fly American again. I will be canceling my AA credit card. Customer service and experience is everything and this supervisor named Quinn completely ruined mine forever with #americanairlines.","{'neg': 0.03, 'neu': 0.917, 'pos': 0.052, 'compound': 0.726}",0.726
0.7263,2021-06-15,2021-06-15,1.0,"""Departure was a nightmare"""," |  Arrival is okay although you have to look for the hidden boards indicating assigned baggage carousel. We walked the length of the baggage claim area and looked at each carousel before finding ours. Departure was a nightmare. Priority check in was slower than regular. Other customers had to help us with self-check in. We followed signs to North security only to find out that the TSA line was closed and we were redirected to South Security. There were no signs how to get to south security. We had to ask 3 separate people and ended up in baggage claim again. We finally found a police officer who gave us proper directions. After finding south security I set off the walk thru alarm, went back through and was then selected for a random search, they swabbed my hands and the test indicated positive which required a more than thorough patdown. The agent pulled open my waistband, pulled up my shirt, all in front of the crowd. The TSA agent told me hand lotion sometimes gives a false test. Seriously!? Perhaps we need a better test or this was just BS. I was humiliated during the whole process. There is no way a reasonably intelligent person can navigate this airport due to their poor signage. This was my second bad experience - my first made me miss my flight due to poor signage. Never again. I suggest you fly into Colorado Springs and drive to Denver before using this airport. Also, all food options had lines so long you would miss your flight.","{'neg': 0.079, 'neu': 0.824, 'pos': 0.097, 'compound': 0.7263}",0.7263
0.7263,2021-09-01,2021-09-01,30.0,Sub par trip!,"Despite being reminded constantly over PA system about wearing masks and potential penalties for not doing so, passenger in front of us never tried to comply and was never even reminded by attendants. Still, I am getting emails from AA telling me how safe an environment AA is providing. Better just to tell passengers, “You’re on your own!” Same passenger, same situation at AA check-in.","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.7263}",0.7263
0.7264,2021-03-01,2021-03-01,10.0,My assigned seats were stolen 2 days prior departure date,"I've booked my trip to Florida four month ahead of the travel date, choose seats for my entire family and was happily preparing for our first family trip in a long time. To my surprise 2 days ahead of my trip seat assignments for half of my family evaporated without any good explanation from AA's side. Needless to say, a call to customer support proved to be a waste of time and I still do not have 2 seats for me and my 8 yo son. My only hope is they will find 2 seats at the airport.","{'neg': 0.052, 'neu': 0.836, 'pos': 0.112, 'compound': 0.7264}",0.7264
0.7269,2021-10-01,2021-10-01,50.0,Always pleasant.  Always comfortable.,"Our flight was cancelled and could not be rebooked.  However, the customer service was excellent.  I received vouchers for the inconvenience of taking another means of transportation to Louisville, KY from out of Chicago, IL as my stop over.  I appreciated the call back from the customer service representative to make sure I received my email with my vouchers for future flights.  I am ready to go again.","{'neg': 0.089, 'neu': 0.755, 'pos': 0.156, 'compound': 0.7269}",0.7269
0.7269,2020-12-01,2020-12-01,50.0,Best airline ever,My fav I’m literally only flying southwest it’s so much batter that spirit spirit is so trash don’t ever fly spirit fly southwest,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7269}",0.7269
0.7269,2022-02-01,2022-02-01,10.0,"Stranded two days, no support from airline","I'm part of the 2/6 debacle. Basically, it appears that any bad weather can bring their whole system crumbling down at this point.We waited 5 hours in line to get a flight two days later and two $12 food vouchers good only at the airport. To add to the fun, our luggage DID get on a flight and is waiting in Raleigh even as we are here in Miami.Have racked up $600 paying for hotels, Uber and food and apparently my only hope is to send a certified letter when I get home to request compensation. Their rep stressed the certified letter so I could prove they got it. That's trust in your own company, eh?One final insult... I was downgraded from paid first to get me on a flight and then had to pay $100 to actually choose my seats. I am not making this up.","{'neg': 0.048, 'neu': 0.869, 'pos': 0.082, 'compound': 0.7269}",0.7269
0.7269,2021-09-01,2021-09-01,50.0,cheap and on time,"flew on delta from atlanta to guatemala city and back, the flight was on time, the service was good, there was no problems or drama, it seemed covid safe and best part was that it was soooo cheap and affordable.","{'neg': 0.098, 'neu': 0.701, 'pos': 0.2, 'compound': 0.7269}",0.7269
0.7269,2021-08-01,2021-08-01,50.0,I highly reccommend,I highly reccommend these airlines. Due to hurricane im Mexico me and my friends couldn't get to the airport ( ferry couldn't take us from Isla Mujeres to the jucatan peninsula). We immediately contacted with the delta's consultant via chat. The consultant Helped us and rebooked our tickets for another flight without any extra charge. :),"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.7269}",0.7269
0.7272,2022-01-19,2022-01-19,1.0,"""TSA agents were incredibly rude""","  |  We flew in from Cancun to Houston and then Houston to LAX.  The TSA agents at IAH right off the bat were incredibly rude, I understand dealing with people can be difficult and they dont have to be nice per se, but making fun of people out loud right in front of their face is pretty low. The airport itself may show off how many restaurants and shops it has but the purpose of an airport is to fly people around. The employees driving vehicles gave little regard to people walking around them, the terminals are laid out very backwards, and there is little seating room at the terminals.","{'neg': 0.055, 'neu': 0.856, 'pos': 0.089, 'compound': 0.7272}",0.7272
0.7283,2021-06-01,2021-06-01,30.0,Early Flight,"Early morning flight that left 30 minutes early. Staff was incredibly friendly. Nice selection of movies and tv shows available on their app to watch on your phone. Seats were not very comfortable. Overall, ok experience.","{'neg': 0.066, 'neu': 0.728, 'pos': 0.206, 'compound': 0.7283}",0.7283
0.7283,2021-02-01,2021-02-01,10.0,Garbage--the worst,"Can't imagine how it was so nice coming to Florida and such utter trash leaving. Thank you American Airlines for having such attitude and deeply disrespectful staff for boarding one of your ""smaller,"" (as they said) planes. Never again.","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.7283}",0.7283
0.729,2020-09-01,2020-09-01,50.0,AMAZING SERVICE!,"We booked with Delta Airlines through Flighthub for our trip to Europe from Seattle. We got an epic deal which was $557/pp. However, due to COVID-19 we were unable to fly. I submitted a request for refund over the phone on Sept 1st, 2020. I called back Oct 8th, 2020 as our refund still had not come through. The request was processed again and we recieved the refund on the same date. THANK YOU Delta Airlines (Nick) for this refund as opposed to a credit. Cant wait to rebook for a trip in the future!","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.729}",0.729
0.7308,2020-11-01,2020-11-01,50.0,Customer Service During Covid,"I have used several different airlines in traveling between the US and Brazil. Without doubt COVID has made for more complicated international traveling.I had to reschedule our trip to Brazil twice due to COVID. Then I had to make a change to the cities we were flying out of. Delta's customer service always answered the phone in a timely manner (within 10 minutes). They always were courteous, clear speaking, and! helpful.Delta may not be the cheapest option, but the customer service I have consistently experienced makes the premium worth it.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.7308}",0.7308
0.7319,2020-04-01,2020-04-01,10.0,Terrible Customer Service,"Flight had to be cancelled in March 2020 due to Covid for a vacation our family was taking to Colorado.  Since we did the ""Wanna Get Away"" fare they would only give me a credit, which I was fine with.  However, even though I was the one who paid for the tickets for myself, my wife, and my two year old, they split the refund amount between the three of us.  So now my two year old daughter has money listed under her name that they will not let me use.  Seems like an irresponsible way to do business and just an easy way to con parents out of money during a pandemic.  Called customer service and all they had to say was, that is what I paid for by selecting the ""Wanna Get Away"" option.  I absolutely did not pay for my flight to be cancelled due to a pandemic and told that only my two year old could book a flight with that money.  Terrible way to treat loyal customers.","{'neg': 0.056, 'neu': 0.848, 'pos': 0.096, 'compound': 0.7319}",0.7319
