compound,Date,Date.1,Rating,Title,Review,scores,compound
0.7129,2019-10-01,2019-10-01,50.0,Friendly service,"It was a wonderful flight to and from Albany to San Antonio, Texas.  Even though we were encumbered with a delay due to snow in Chicago, I did not miss my flight home.  Southwest was quite helpful.","{'neg': 0.057, 'neu': 0.74, 'pos': 0.203, 'compound': 0.7129}",0.7129
0.7134,2020-02-01,2020-02-01,50.0,Love Delta Airlines,I always try to book my flights with Delta. They have decent sized seating for economy and meals aren't bad. Overseas flights are especially nice because all gratuities are included.,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7134}",0.7134
0.7135,2019-05-01,2019-05-01,40.0,MOST CUSTOMER FRIENDLY AIRLINE!,"My wife and I were on a business trip to DC Area. We use SOUTHWEST'S ""FRIENDS FLY FREE PROGRAM "" whenever we can.We find Southwest the most customer friendly and least ""RIP OFF"" airline. No penalty if you change your flight, no fee for checked luggage. Employees are very friendly.We fly them as long as it is reasonably convenient.","{'neg': 0.108, 'neu': 0.727, 'pos': 0.165, 'compound': 0.7135}",0.7135
0.7136,2019-12-01,2019-12-01,30.0,Not my Fav,"I was looking forward to our trip.  This was my first SW Airlines flight. Pro's:  pricing was good, flight schedule options were good, snacks were averageCon's:  I do NOT like the non assigned seating.  I didn't know that even though the seats were not assigned, you do get assigned a boarding order and that can present a lot of problems not only with where you sit but whether or not you can sit with the person you are flying with.    I also thought that compared to other airlines, the seats were too close together to be comfortable for most people.","{'neg': 0.034, 'neu': 0.883, 'pos': 0.083, 'compound': 0.7136}",0.7136
0.7137,2019-07-01,2019-07-01,50.0,airline travel,The flight attendants where all very nice on this flight. We arrived on time going but coming back. we were delayed at the Orlando Airport for an hour and half. They gave us no reason why for the delay.   Enjoyed the cookies and pretzels with the FREE soda.,"{'neg': 0.13, 'neu': 0.676, 'pos': 0.194, 'compound': 0.7137}",0.7137
0.7137,2019-10-01,2019-10-01,40.0,Mixed customer service experience,"The staff onboard the aircraft was great. However, I had difficulty getting through on the phone when I needed to change my return date. Once getting through, the customer service wasn’t very helpful in my situation. I’ve noticed consistently good flights with friendly staff but sub par experiences owner the phone.","{'neg': 0.031, 'neu': 0.81, 'pos': 0.159, 'compound': 0.7137}",0.7137
0.714,2019-12-01,2019-12-01,50.0,Non Stop Flight,Had round trip non stop flights.  Flights were timely and had good service.  Had movies and snacks.  Drinks were extra.  Prices were higher thank Sun Country but flights were at better times and more reliable service.  Would choose to use again,"{'neg': 0.035, 'neu': 0.802, 'pos': 0.164, 'compound': 0.714}",0.714
0.714,2019-12-01,2019-12-01,40.0,"Trip to Cancun, Mexico","I fly exclusively Delta since it is convenient to use this airline out of Detroit. Especially when flying to Cancun, there are direct flights which are a lot more convenient then connections. In winter there could be de-icing issues and then a connecting flight might not wait for me. Have experienced that before. I am fortunate to sit in the front section where the seats are wider and comfortable and the service is good. In flight entertainment always offers lots of movies to watch. I cannot compare other airlines with Delta, but I am content to fly with them for now.","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.714}",0.714
0.7146,2019-09-01,2019-09-01,40.0,First long haul,Very comfortable flight well looked after flight on time both leaving and arrival. Would use American Airlines again if travelling to USA,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.7146}",0.7146
0.7146,2020-02-01,2020-02-01,40.0,Flights to Patagonia,"On our round trip flights to Patagonia - DCA to Buenos Aires; Santiago to DCA; all flights were on time, luggage handles correctly and fairle swiftly.  Service on board was very good.  Food - ok.  Coming back to USA after a long trip to Patagonia and leaving Santiago where recent riots had taken place - it was nive to be welcomed by American Airlines","{'neg': 0.048, 'neu': 0.802, 'pos': 0.15, 'compound': 0.7146}",0.7146
0.7147,2019-10-18,2019-10-18,8.0,"""security queues are quick and painless""",  | Traveled in and out of Heathrow four times this year. Most recently on Terminal 5. It's a good airport. I don't understand the complaints about this. The security queues are quick and painless and the self service bio metric check on arrival with the machines work well and I'm out of the terminal into the underground within 10 minutes of landing. The toilets are well maintained and the prices of food and drinks with the variety means there is choice for all price points. The negative is lack of seating throughout the terminal as nearly all the space is taken up by retail shops.,"{'neg': 0.053, 'neu': 0.825, 'pos': 0.122, 'compound': 0.7147}",0.7147
0.7151,2020-03-01,2020-03-01,10.0,Not if I can help it,"This was a code share flight with BA and not by choice. I have never in my life seen such sloppy stewards. They looked like they had just all escaped from the laundry room not having enough sleep. During the flight I saw some of them during service drop some items on the floor and just kick it under the nearest seat. The quality of the food was absolutely below standard, I think not even my dog would eat it. AA does not give a good name to it's code sharing partners.I tried to upgrade and pay for extra legroom but AA would not accept any South-African credit cards to do the transaction. I even phoned the AA office in South-Africa. Next time I will make sure that the code sharing partner is not AA - if my South-African money is good enough for BA why not for AA.","{'neg': 0.066, 'neu': 0.835, 'pos': 0.098, 'compound': 0.7151}",0.7151
0.7152,2020-02-01,2020-02-01,50.0,Amazing play who is amazi,It was amazing.there food. Was amazing and also the seat.It was so comfy and nice .Forget this the tv is 40 inches.,"{'neg': 0.068, 'neu': 0.684, 'pos': 0.247, 'compound': 0.7152}",0.7152
0.7152,2020-03-01,2020-03-01,40.0,Delta Works Hard,Delta is very consistent with good service in all areas of service. They work hard at taking care of everyone on board.,"{'neg': 0.052, 'neu': 0.71, 'pos': 0.238, 'compound': 0.7152}",0.7152
0.7153,2020-02-01,2020-02-01,50.0,Great employees,"From the moment we arrived at the airport until our final touchdown, every Delta employee we encountered was welcoming, pleasant, personable, friendly, and attentive to our needs/requests. One thing I did notice about the Delta counter staff and flight attendants:  if there was a request/ need that could not be met, each one explained clearly and pleasantly why it could not be honored, so there was no misunderstanding or negative interpretation of their response.  This was our first flight on Delta. We fly United 100% if the time, however, after this experience, Delta is our new go-to carrier.","{'neg': 0.104, 'neu': 0.741, 'pos': 0.155, 'compound': 0.7153}",0.7153
0.7154,2017-10-30,2017-10-30,2.0,"""Gatwick is to be avoided"""," Verified Review |  I arrived on WestJet 001 on October 11th. The airplane was a few minutes early but no marshaller available as I remember from my days operating in to the London airports as a pilot. Nothing new. Then nobody to operate the single jetway. When staff arrived it took three dashes up and down the jetway before he was able to make it work? Then the survival trek to immigration and a 1hr wait in the long lines. I am semi-disabled yet there were no carts at the head of the jetway. I saw one passing and he refused to stop although only carrying one person. On the back it said that the electric cart had to be booked 48hrs in advance. Where the hell did they get that idea from or don't any of the management travel? At Canadian and US airports ""comfortable"", golf carts not plastic boxes, run around the terminals all the time and are normally waiting for any long haul flight. At immigration, once I got to the desk, I found a very pleasant and charming young lady who was most helpful. That young lady was the best part of the trip other than going home again! Then to fight the hoards to get out and find a rent car? The rental car company was the usual rip-off as normal at any UK airport. Would not extend my booking at all but insisted on a new reservation at 6 times the original rate! Now for leaving! Ride the Conga Line through the expensive and hot duty free. What a joke. Then find a seat and try and read the departures board. Who invented those things? I had just passed my First Class pilot medical yet had trouble reading them. Finally the flight was called, WestJet 002, October 24th, to gate 54. On arrival I found a long line already there and no seats outside of the boarding area where agents were in place but not letting people in. I finally asked one agent who was passing what about disabled people and she allowed a few in. Then to the boarding process! No announcement for families with kids, old folk and disabled, just open a barrier and let the hoard rush down the ramp. The good thing about this trip was the arrival in Calgary with pleasant people, electric carts etc. Gatwick is to be avoided and my last trip to Heathrow was a bad.","{'neg': 0.097, 'neu': 0.815, 'pos': 0.088, 'compound': 0.7154}",0.7154
0.7155,2020-02-01,2020-02-01,30.0,"OK flight, but not really good","Flight was delayed due to late arriving crew.  Crew did not know what forms were needed for entry to Mexico and did not have English versions of the forms, so filled out things guessing at the Spanish meaning,  The food was OK but staff was busy chatting with each other so slow refilling drinks. Flight itself was smooth, USB was available. Business class seats were comfortable.","{'neg': 0.02, 'neu': 0.889, 'pos': 0.091, 'compound': 0.7155}",0.7155
0.7157,2019-08-18,2019-08-18,1.0,"""Queue after queue""","  |  Landing, to walking out the airport, was around 2 hours 15 mins. 15 mins waiting for a slot to alight us. 2 hours (no joke) to get through passport control and baggage reclaim. Baggage reclaim was 10 mins and only because the oversized baggage guy didnt have a clue or certainly didnt want to help. The convoluted entry system, really?? Thats no way to treat people, non US citizens or not. Its disgusting. Queue after queue, long and slow. Hang your heads is shame. To be fair, outside of the oversized baggage guy, the staff were good; embarrassed but good.","{'neg': 0.078, 'neu': 0.798, 'pos': 0.124, 'compound': 0.7157}",0.7157
0.7158,2019-09-01,2019-09-01,30.0,A National Lampoon Flight,"Quite the adventurous, (National Lampoon like), trip to glorious Nashville TN to attend a nephew’s wedding. Southwest Airlines was considerate enough to inform us via a text that our flight was canceled with 90 minutes notice prior to departure - their timing was impeccable to coincide when the Uber driver pulled up on our driveway! No explanation why the flight was cancelled and the SWA app wasn’t working to reschedule flights. Needed to work with Hertz and Hilton about adjusting reservations. Hertz could only cancel the reservation. The adventure continued for our return trip - TSA PreCheck code missing on our return boarding passes.","{'neg': 0.074, 'neu': 0.816, 'pos': 0.11, 'compound': 0.7158}",0.7158
0.7163,2019-09-01,2019-09-01,50.0,"Delta Air Lines and other Air Lines  "" Flight attendants only get paid when the wheels are up!!!!""""""""","It is a unfortunate truth that the Air Lines do not pay the Flight attendants while you are loading & unloading, sitting on the tarmac!! I have flown of 5 different Air lines and ask the attendants if this applies to them.. It does:(.. These hard working folks have a huge responsibility to insure our safety and insure  spend many hours of training to insure us ""if"" there is a need they can handle the proper procedures.Did you know that the flight crew is to have access / shared  the oxygen bottles the pilots have. Again most of them will not share it!! I write this as I have verified and wanted to be the town crier...","{'neg': 0.053, 'neu': 0.844, 'pos': 0.103, 'compound': 0.7163}",0.7163
0.7163,2020-02-01,2020-02-01,50.0,HERMAN,"Great Service,Great Airline! I've been with this airline, Since they were called ""NORTHWEST AIRLINES"" !!","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7163}",0.7163
0.7163,2019-09-01,2019-09-01,50.0,Flew to ORL,In my opinion Delta has always been great! I never have any issues. There were no delays. No lost luggage. Quick and nice flight to Orlando to spend a few days at Disney! Thanks Delta!,"{'neg': 0.151, 'neu': 0.608, 'pos': 0.241, 'compound': 0.7163}",0.7163
0.7164,2020-02-01,2020-02-01,30.0,Exit row volunteers after everyone seated!,"Our group of 4 paid for premium economy. After plane had loaded, they had to ask repeatedly for volunteers to move to exit row. Why do they just not make them available from the get go? Charging customers for something and then giving it away for free afterwards is not very good for customer satisfaction.","{'neg': 0.043, 'neu': 0.817, 'pos': 0.14, 'compound': 0.7164}",0.7164
0.7165,2019-08-01,2019-08-01,40.0,Smooth ride,Our flight to Maui was a smooth evening flight...my husband and I had a row (Aisle 8)  to ourselves..it was not a full flight.  We had a snack pack to munch on and drinks.  The pilot captain kept us updated on weather in Maui.  The flight attendant was very helpful...I liked his Hawaiian Kukui lei with seashells.,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.7165}",0.7165
0.717,2019-12-01,2019-12-01,50.0,They’re on your team,"I ubered over an hour to make this flight after missing my bus, arriving just 30 minutes before takeoff. Check-in staff worked with me at top speed to give my bags the best chance at making the flight and directed me where I needed to go. The flight had a 10 min delay, so I was not late anyway, yet desk staff at the gate were again helpful in answering my questions! On-flight staff and experience were smooth as always with Southwest. I’m a consistent flyer for the low fares and great experiences. It’s a shame they are cancelling direct flights between Milwaukee and Boston!","{'neg': 0.099, 'neu': 0.767, 'pos': 0.134, 'compound': 0.717}",0.717
0.7171,2020-03-01,2020-03-01,50.0,"Consistent, Reliable Flights to Belize!",We have flown American from DFW to BZE 4 times in the past 2 years and have had consistently good flights.  I highly recommend this airline!,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7171}",0.7171
0.7171,2019-11-01,2019-11-01,40.0,another great Delta Flight!,"I always fly Delta to Las Vegas..... I usually depart from NYC -kennedy airport.The Delta sky club is great at Terminal 2 and 4 at JFK. I never have any issues with Delta and really like their frequent Flyer program I f you get the Delta American express card, You can avoid the baggage fees for you and your companions. I also can board early with this status upgrade. Lots of flights at very convenient times of day!","{'neg': 0.029, 'neu': 0.877, 'pos': 0.094, 'compound': 0.7171}",0.7171
0.7171,2020-01-01,2020-01-01,40.0,English Subtitle Movies,"Far from traditional First Class International or Domestic Flight.  Although, the flight attendant was pleasant, our cabin was not offered beverages once we boarded the flight.  The one good component about this flight was that there was a large selection of entertainment, and a better selection of English subtitle movies.  I had the option to pre-select my meal online prior to the flight.  This was to ensure you received your preferred meal before that option was gone.  Nice flight, but it did not seem like First Class.","{'neg': 0.029, 'neu': 0.843, 'pos': 0.128, 'compound': 0.7171}",0.7171
0.7171,2020-02-01,2020-02-01,50.0,Trip to Pittsburgh.....,"Was traveling to Pittsburgh  for a business trip close to the airport.  Due to my status I was given a First Class upgrade for my segments on the trip.  Service was exceptional, no flight delays and my luggage made it in one piece!  Very good trip and had excellent flight attendants on this trip.","{'neg': 0.038, 'neu': 0.836, 'pos': 0.125, 'compound': 0.7171}",0.7171
0.7176,2020-03-01,2020-03-01,20.0,Nurse/Passenger,"In a day and age where the competition is fierce, customer service should make everyone feel like royalty. The hardest decision should be “They’re all so good, who should I choose”?My daughter and I booked our flight through Priceline, they are going to get a scathing review. We paid $186 for the upgrade to select our seats. They charged our flight in two parts. No problem. So we thought. Leaving Phoenix and Charlotte, the airlines were great. They informed us that the upgrades did not go through but they were compassionate and worked around the error by Priceline, and gave us even better seats to accommodate the baby.However, on our return, direct flight with American Airlines, we encountered the most unpleasant and rude attendant Pagda in Newark. Our seats were already second and last row. My daughter had no one in the last row with her. The attendant charged us an additional $12 each to sit one row behind that had only my daughter. We paid for an upgrade and we ended up in the last row, right outside the double latrines with everyone coughing, sneezing, and flushing, and then swinging those nasty germ infested doors open. Pagda knew exactly what she was doing. And yes, I’m going to go there with my next statement. We Americans are mostly warm and welcoming, we don’t care were you came from. Heck most of us don’t know where we really came from but we love lavishing others with our American hospitality. You Pagda,are from another country, welcomed and employed by what many would say is a great place to work for. You meet hundreds of people from all over the world. Your customer service skills should be on point. Hundreds if not thousands, would love to be in your position. There was no reason for her to be impolite and then charge us an additional cost when the seats where already empty, she isn’t making a commission, and the seats were in the worst place you could put a 5 month old. Whether American Airlines does anything about this, poor behavior should be reported. We were unjustly charged for accommodation that were not honored, recharged to sit in the back and then treated like second class citizens. The pilot did a great job and the one male, Latino flight attendant should be recognized for his professionalism, patience, and attention to all the nagging customers in the back","{'neg': 0.117, 'neu': 0.761, 'pos': 0.122, 'compound': 0.7176}",0.7176
0.7177,2020-01-01,2020-01-01,40.0,Flight from LaGuardia to Fort Myers Airport for winter vacation in Florida,Very nice flight. Left a little late but still arrived on time at Ft. Myers Florida on time. Flight attendant was very professional' Will definitely use them again.,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.7177}",0.7177
0.7178,2019-11-01,2019-11-01,50.0,Southwest airlines is the way to fly.,"Everyone we dealt with was very nice and accommodating. The flight was uneventful, which is good. I always fly Southwest when I can.","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7178}",0.7178
0.7178,2019-12-01,2019-12-01,40.0,As simple and professional as you should expect.,Flight was trouble free and boarding in Atlanta with the towers that designate boarding stages works really great. There is less crowding and people in the way who are boarding at later stages.,"{'neg': 0.067, 'neu': 0.743, 'pos': 0.19, 'compound': 0.7178}",0.7178
0.7178,2019-11-01,2019-11-01,50.0,Flight to Orlando,Southwest provides consistently good service  We use Southwest more often than any other airline and we are usually quite satisfied,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7178}",0.7178
0.7178,2020-02-01,2020-02-01,50.0,Crew Was Amazing,The Miami based cabin crew were very friendly and accommodating for this segment of our travels. Would recommend American for travel into Cozumel exclusively.,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.7178}",0.7178
0.7178,2019-08-01,2019-08-01,50.0,Great flight,This is the second time I’ve flown with Southwest and I’ve been very pleased both times. The prices are reasonable and the employees were nice.,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.7178}",0.7178
0.718,2019-12-01,2019-12-01,40.0,Nice intercontinental flight.,"If offered on your Delta flight, opt for premium economy called Comfort Plus. The seats aren't much wider but have more recline and better legroom than standard economy or main cabin.","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.718}",0.718
0.7181,2019-05-01,2019-05-01,50.0,Helpful  to  travelers  and  pleasant  experience to them.,We  always fly Southwest  as they provide  non-stop  flights  to our  favorite  destinations.  Both my husband and i  require  wheel chair assistance  and  never have  to  pay extra  or  wait for help.,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7181}",0.7181
0.7184,2019-12-01,2019-12-01,40.0,Non-stop to Wine Country,"With Early Bird seating, non-stop is the way to go.  Saves time, wear and tear etc.  SW always friendly and efficient.","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7184}",0.7184
0.7184,2019-10-01,2019-10-01,50.0,Excellent flight from Fort Lauderdale to Puerto Vallarta,I had just had a complete shoulder replacement and they went out of their way to help me be comfortable.,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.7184}",0.7184
0.7184,2020-02-01,2020-02-01,50.0,"Clean, comfortable and on time","Southwest Air provides a clean, comfortable and on time service, once again. Boarding is smooth. Wait time for baggage pickup could be shorter.","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7184}",0.7184
0.7184,2019-10-01,2019-10-01,50.0,Short bumpy ride,Nice flight with a friendly crew. They get the drink service done early so everyone can get buckled in for the bumps that the Rocky Mountains cause.,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7184}",0.7184
0.7184,2020-03-01,2020-03-01,50.0,"Flight was on-time going both ways to and from Chicago to Ft. Meyers, FL","Flight was on-time going both ways to and from Chicago to Ft. Meyers, FL.  Staff was friendly and helpful.","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.7184}",0.7184
0.7184,2019-06-01,2019-06-01,50.0,A very reliable way to trravel,"I travel several times a year throughout the U.S. and have found  Southwest to be the most reliable.  In today's world of transportation choices, flying has become the most convenient and cost effective; based upon the idea of saving time; flying vs. driving.  thanks Southwest for continue to serve us and I hear you now go to my hometown, Honolulu;  will be taking my next trip there with you.","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.7184}",0.7184
0.7184,2020-01-01,2020-01-01,40.0,Non-Stop to Jamaica,Flight was on time. Boarding was orderly. You can check two bags free and two carry on bags. Only wish they had WiFi TV screens on the back of each seat.,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7184}",0.7184
0.7184,2019-06-01,2019-06-01,20.0,The plane that wasn't there.,"Arrived at the airport checking before hand that every thing was going on schedule as planned, not so. The plane departure was delayed 5 times, suppose to leave at 9pm and the plane did not turn up till 130am. They chased everyone off the arriving plane and raced us onto it within 30 min.without cleaning it up. I took the train the next time from AZ to IL, much better trip, great scenery, better hospitality, a longer trip but if you have the time, do it.","{'neg': 0.029, 'neu': 0.874, 'pos': 0.097, 'compound': 0.7184}",0.7184
0.7184,2019-11-01,2019-11-01,50.0,Efficiant as usual,We flew from Atlanta to Ft Lauderdale for a cruise out of Port Everglades. Delta as usual was efficient and did there job of safely getting us to and from Ft Lauderdale.,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7184}",0.7184
0.7184,2019-04-01,2019-04-01,50.0,"Left on time, arrived on time. What more can one ask for","All I'm looking for in a flight is safety, on time departure and on time arrival. Ten, twenty, even 70 years ago, I would have looked for much more. Today, just get me their safely; that's all I ask.","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.7184}",0.7184
0.7184,2019-11-01,2019-11-01,40.0,Convenient flight friendly service,"The flight to and from Boise Id. was on time and although there was a change of planes, the layover time was minimal. The flight attendants were friendly and efficient.","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7184}",0.7184
0.7184,2019-08-01,2019-08-01,50.0,It was a good flying experience,"Maintenance of perfect Timing is the basic philosophy. The check-in, boarding the flight and the baggage handling was all a cool affair.","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7184}",0.7184
0.7184,2019-10-01,2019-10-01,40.0,"Delta's Economy Plus - step-up from economy, but not near business-class","Many employers are economizing on international travel and requiring employees to fly coach. Economy Plus (Premium Economy) has emerged as a compromise between frugal employers employees. I recently flew Delta's Premium economy. While it doesn't provide the same comforts as a business class, it is a bit of an upgrade over economy with a few frills:- Better leg-room- Amenity kit- Priority checkin, boarding and baggage tag- 'Better' presentation of airline food","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.7184}",0.7184
0.7184,2019-12-01,2019-12-01,10.0,No More Southwest,"I've been flying Southwest Airlines for years. It's inexpensive, their booking process is fairly simple and flight changes and cancellations are a breeze. I fly 30-40 times a year and Southwest Airlines is always my go to. This past year, however, has been a rough one. I don't remember the last time this year I took an on-time Southwest flight, to the point where it's an ongoing joke that I tell whoever is picking me up not to schedule a time to pick me up until I'm physically on the plane. It's all fun and games when I'm flying home to see family or friends, but I fly monthly for my job. My entire company books flights exclusively on Southwest, and it's no longer funny when our team members are constantly delayed getting where they need to go. I understand that you need to be flexible when traveling, but what's the point of spending money on an airline that is so frequently unreliable? Not to mention counter staff and flight attendants who, because they missed their true callings as comedians, feel they can cover up poor service with humor and bad jokes. It isn't funny. I've always been a Delta hater but they've had my back this year when I knew I was on a tight schedule because I know they can be on time. Moving into 2020 our team (and myself) are looking forward to making an airline switch. I never thought I'd throw Southwest in the same group as Spirit and Allegiant, but I really don't see a difference anymore. Just another budget airline.","{'neg': 0.073, 'neu': 0.822, 'pos': 0.105, 'compound': 0.7184}",0.7184
0.7184,2020-03-01,2020-03-01,50.0,Stewardess very proficient and attentive,All aspects of my flight were handled in an excellent manner Cheese crackers were fresh and plentiful.,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7184}",0.7184
0.7184,2020-02-01,2020-02-01,40.0,Will definitely recommend to friends and relatives,Food served in large portion. Wide variety of drinks. Flight was above my expectation. The crew are nice and friendly  Departure was on time and arrival was ahead of schedule.,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7184}",0.7184
0.7184,2020-02-01,2020-02-01,50.0,Good non-stop flight,Flight was good. Delayed 15 to 20 minutes to allow flight crew to get mandatory rest period. Made up time in the air and arrived on time. Direct flight. 717 is a nice aircraft.,"{'neg': 0.049, 'neu': 0.722, 'pos': 0.229, 'compound': 0.7184}",0.7184
